atac_logfc	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me3	H3K9me3
chr1:155254660:155256960	0.0593457938679422	0.191342184087402	0.0955446009255699	0.158295150395266	0.0948627322905876	0.0773048948111882	0.24269897364071
chr1:155254664:155256964	0.0264165798498349	0.244751182548622	0.0418733969614512	0.235260129322493	0.0410401813502388	0.0766279525386267	0.252139157189697
chr1:155254668:155256968	0.0158303307876332	0.191920402917285	0.0119125472147895	0.128203237517973	0.0495915226265832	0.108808213145368	0.275652009215002
chr1:155255183:155257483	0.0525383435997955	0.111058875335557	0.0586021506102343	0.0638948470371346	-0.0212437013480698	0.0165932127383846	0.10044604478813
chr1:15943626:15945926	-0.0385601274462623	0.0439500691363399	-0.0114056778512802	0.00581066743250483	0.00473998893805809	0.00389210841444717	0.0839862700245729
chr1:15944093:15946393	-0.0937176529704233	0.107313350878456	-0.0744774138312631	-0.0257166979900799	0.370905560379232	-0.21919082898531	0.0346386444114844
chr1:15944103:15946403	-0.10431916091825	0.111841610456643	-0.0606133194724971	-0.00906447777950798	0.306798496327837	-0.228380380817841	0.042074206524953
chr1:15944128:15946428	-0.117383648345241	0.0334255267067912	-0.00160929819191663	0.000987148497932379	0.27882923784391	-0.196014231628222	0.0574227998900559
chr1:15945784:15948084	-0.0362641403445105	0.0894777554835636	0.0226151906323941	0.109745110118566	-0.0493998442096773	-0.0969648895671742	-0.00987646528064741
chr1:160281844:160284144	0.26620136417238	0.136477848949321	-0.0484023353747816	-0.0271831246796094	0.0470643760308763	0.677832393841873	-0.0587521631955576
chr1:160282219:160284519	0.244697116672069	0.0574160753242211	0.0654122252016802	-0.0210139815841887	-0.0336053472619887	0.388899063234317	0.0116769620352559
chr1:160283923:160286223	0.0243487473616031	0.150663350986181	0.047630202530989	0.0434896605183299	0.018554919114904	0.593289866472761	0.0605764815155517
chr1:160283931:160286231	0.0318088430867469	0.111415139946302	0.092071836975823	0.017259268240586	-0.020572861399775	0.598369149853178	0.0750518063532199
chr1:161704971:161707271	0.0566276651766776	0.118762782804284	0.0740302753440648	-0.0956386699234587	-0.0686038849769192	-0.146421939917821	0.0353165240233252
chr1:161705208:161707508	0.027642181573232	0.0600964993014659	0.134834566055946	-0.018966210064955	-0.0761901845169589	-0.113954227412531	0.163205437781322
chr1:161705238:161707538	-0.0742295546132939	0.0703897998421071	0.14176030688128	-1.76318568387113e-05	0.013687115344516	-0.0787733686924825	0.185836678636751
chr1:161705243:161707543	-0.0444075939959529	0.046263107980252	0.146130962303623	-0.00878560892115751	0.0276023990333644	-0.0643367704806265	0.194093184752842
chr1:161705264:161707564	-0.00217642460199802	0.133996953652958	0.145947950194958	0.0202884838381838	-0.00195002819465772	-0.0978869355202451	0.149728780522539
chr1:161705294:161707594	0.0084925254971338	0.0468967250951985	0.0279360886878046	0.0230507847867986	-0.0462693633855148	-0.166633234831448	0.0259848078460257
chr1:1621801:1624101	-0.0976086197235899	0.0352279028420022	0.0343985688074022	0.000764648727098375	0.137184693844793	-0.0386317866422505	0.0830795603579613
chr1:1622743:1625043	-0.097544695345559	-0.0886769339965193	0.0643376971922849	0.0279246250210084	-0.0807404550985696	0.0423312096202391	0.0473646161747438
chr1:1623086:1625386	-0.0615439581514247	-0.0466546088328214	-0.0753786450867125	0.125607390876146	-0.0240277976584451	-0.00580505675628205	0.0428684512278441
chr1:1625459:1627759	-0.0644491580761985	0.100160201301651	-0.0201040293584375	0.201012125661729	-0.0887834261444026	-0.0435099570303415	0.0941431051635327
chr1:1625521:1627821	-0.132185371368913	0.158233845674858	-0.0228316862269022	0.122649538468473	0.0436563765059597	-0.084624531657299	0.11091236269726
chr1:162788701:162791001	-0.0161905849520363	-0.0264536525041807	0.0701013212172619	0.134502196548143	0.142428262379925	0.210769790347288	-0.0468174950472099
chr1:162788720:162791020	0.0238602753724414	-0.0364970821956739	-0.0121900582126397	0.218467869271205	0.00497312528312333	0.178272082033082	-0.0468213753893353
chr1:162788722:162791022	-0.0478021045840484	-0.0456727147376739	0.00919165435031038	0.184911875399118	0.0864712719526248	0.103899529910498	-0.0708001531089385
chr1:162788732:162791032	0.050661857896451	-0.0808827446451781	-0.0223563046659057	0.239539324777969	0.0149901742701052	0.134268230875479	0.063465994796846
chr1:162788745:162791045	0.0105792872530197	-0.0568626007291272	-0.0838162704462121	0.175644538729092	0.0512629931480917	0.220046811598667	-0.109110712186533
chr1:162788788:162791088	0.105598133389633	-0.169256179201606	-0.0186311217400626	0.0318362354593757	0.0758329707234527	0.169917014564784	-0.020483990818902
chr1:162788800:162791100	0.0399547481944066	-0.171540022386789	-0.00298468312846871	0.0491925757613603	0.0341834156833019	0.178753227303707	-0.0339471106714125
chr1:165698563:165700863	0.0991230024744363	-0.0817436944225213	0.186187548420192	-0.0109151501177305	0.0341436460900981	0.273784671286204	0.248055155720075
chr1:16989703:16992003	-0.0464002862873927	0.045346678988948	-0.016277892836946	0.0449940181771476	0.0652566715874662	-0.0710869366441688	-0.0396215370819399
chr1:16995983:16998283	-0.0964520078703087	-0.0198788259129228	0.0279402510999283	0.0159490107888567	0.119583064305368	-0.0425302306832749	-0.0441807652847109
chr1:16999991:17002291	0.0110322660398869	0.0657662266846569	0.0850870735915672	0.0336133560591833	-0.019190192669321	-0.0176703966613442	0.0345973343698853
chr1:17000012:17002312	0.0079219714153338	0.0743126613795914	0.121217947245897	0.00361033087625094	-0.0585689403231922	-0.0218829851679193	0.0379156785782514
chr1:17005095:17007395	0.171352592523712	0.0520761428378538	0.00877990692095008	0.0518274181653736	-0.0223208864915124	-0.0943090088639348	0.0107932646143701
chr1:17005414:17007714	0.041180719855091	-0.0340869647323498	0.0410623790202885	0.103488860600973	0.100568048684953	-0.0127155419579812	-0.0182286286358354
chr1:17005465:17007765	0.149132007719806	0.0480905274299325	0.045838344685238	0.102600796134392	-0.0129456501134228	-0.120011326343645	0.011148779739676
chr1:17053707:17056007	-0.0852731283077759	0.0975836344370085	0.351267753443668	0.0135575757072788	0.150942705300899	0.247812081599809	0.0760875785903862
chr1:17053731:17056031	-0.0375678649057986	0.0870736615664335	0.360748251522511	-0.000181507533744356	0.136071143154498	0.304612446490613	0.0510124645131997
chr1:173822652:173824952	-0.0232852894011218	-0.0373449217090219	-0.0926816812497433	0.115988175959938	0.0788442788769073	0.33674330331114	-0.0420091037464621
chr1:173822660:173824960	-0.135093495277272	-0.0603975908303814	-0.0169766133999223	0.0328957912854323	0.0237747395856698	0.327583313265676	-0.0288385170920578
chr1:173822662:173824962	-0.113473187998209	-0.0696035087784919	-0.0324777430460106	0.0672202638532797	0.0798489979437292	0.308535618916391	-0.000637251622430595
chr1:173822672:173824972	-0.161687579960933	-0.0363949699047413	0.131778615361719	0.154867643208213	0.0998248729669402	0.257015944759438	-0.0484539630789417
chr1:173822683:173824983	-0.0829541811398482	-0.01268285338404	0.0775725740371725	0.0614152907246455	-0.0707685998549658	0.209865332399567	0.00878840466731369
chr1:173822707:173825007	-0.129800167401482	0.0132464298767197	0.131076792800481	0.155827444191841	-0.0319304867706054	0.213809298172058	-0.0115101683131567
chr1:173822711:173825011	-0.0612315113387689	-0.0077668845025413	-0.0049704246384014	0.120131606576838	-0.042193823162693	0.280176434351596	0.0271827293717138
chr1:173822842:173825142	-0.0378996930389112	-0.01459714381686	0.15375423818566	0.0469854373123227	-0.0817610674087804	0.289191330360284	0.0337658610888933
chr1:173822846:173825146	-0.0175436123357572	0.0165450276264499	0.0753143214869416	0.0572835821804966	-0.0929450662591783	0.222704934696723	0.0690694403810703
chr1:174997944:175000244	0.130728617115117	0.27369170667111	0.10944474898136	-0.00843542018645426	-0.082638508019753	0.544104929073343	0.165305771207829
chr1:174997946:175000246	0.116171855191495	0.217930223799741	0.112609483659399	0.100784901902147	-0.0908351159319429	0.576569773217271	0.221402244240507
chr1:174997954:175000254	-0.00539967372002656	0.184383034488777	0.0167142217701419	0.0668068356552179	-0.124477674469615	0.553597937302948	0.160816534299803
chr1:175004582:175006882	-0.140730043483779	0.433828170493136	0.074066045797313	0.0515657388456291	0.065159027145045	0.0120715084303074	0.0196521254282957
chr1:1754566:1756866	-0.0152834625531048	0.326513903144199	0.0785577993936824	0.06328169403006	0.0803183160505155	0.0389000027440854	0.0850266503583848
chr1:1754596:1756896	0.0870969036551967	0.318093761556572	0.113924919145301	0.252645912973711	0.261035339130376	0.0769105496138317	0.114872976334974
chr1:1756968:1759268	0.175753984932231	0.0819875032322501	-0.0287233900198468	0.0663337706544603	0.0721249107593154	-0.0793264664173754	-0.0260680069570826
chr1:18902228:18904528	-0.0929394449685238	0.303583782629576	0.0992680873988057	0.0973764924079276	0.209422836771416	0.422409445675005	0.0362596116996529
chr1:18902253:18904553	-0.0717816925480772	0.271837299486961	0.0529684173723707	0.116878784758973	0.239203839641969	0.34473189294997	0.042494933451229
chr1:18902255:18904555	-0.00594104884954306	0.222746745421293	0.164950126614134	0.143171742881648	0.189060766473956	0.395176298277791	0.037348741783403
chr1:18902424:18904724	0.0801227410213576	-0.0891823194130229	-0.070354849786355	0.133361823499113	0.0142422371097244	0.433718237616474	0.18670127286864
chr1:19310325:19312625	-0.0578518316654661	-0.0264282687959347	0.168640758764308	0.157411473267294	0.075803849560278	0.174000508357114	-0.05322565898666
chr1:19310329:19312629	0.0196097380317568	0.0185961855574921	0.181699284861226	0.0409429500230709	0.135980939923349	0.281661631487604	-0.103747111035742
chr1:19310340:19312640	0.0618441180588074	0.0268987845140963	0.178676335423405	0.0772980046209916	0.115624889900717	0.242909657431144	-0.0854531039030914
chr1:212856274:212858574	-0.0562087470163836	-0.0868143338238687	0.190098225506008	-0.0308648143161017	0.289857832016311	0.305265237651291	-0.126416885408336
chr1:212856915:212859215	0.137853592706787	0.0703115110688551	0.197179555116474	0.0272357329111636	0.199459637177993	0.310775236925142	-0.0659890395071078
chr1:212857591:212859891	0.0126022935838373	0.016472766309851	0.100120661329549	0.064344294690807	-0.013137680157804	0.0910575748114575	-0.10349331184271
chr1:212857783:212860083	0.213340293428803	0.174660653948001	-0.0240827750419136	-0.0486885033394154	-0.0541062331697565	-0.00540632035108837	-0.0638551125079366
chr1:212857825:212860125	0.156385924233146	0.168210860542253	0.113929845528762	0.0220352420176109	-0.160791539318691	0.321582712563713	0.00694644248039718
chr1:212857826:212860126	0.145091221325486	0.133742965384494	0.0944270541755065	-0.0255086182589509	-0.128541009975471	0.379701497377406	0.0225928918818922
chr1:212881408:212883708	0.149505916483957	0.213917030540567	0.030621601047196	0.13685235882242	-0.0510343960796057	-0.00528965129053646	-0.00183291659052331
chr1:21833277:21835577	0.248311150510012	0.157776833286732	-0.00859683980645284	-0.0184314903507914	-0.0510630051987791	-0.159457080231001	-0.0249533309303471
chr1:21836617:21838917	0.0395420099182381	0.0565552540498289	0.00565930278987938	0.0942954886696964	-0.0205497741235265	-0.179597237246601	0.225225862621631
chr1:21847658:21849958	0.18876193596089	-0.0267554784736363	0.000306866147985981	-0.0394844533488248	0.0974717034066402	-0.0928837477662797	0.00716602144872151
chr1:21872077:21874377	0.0440500982794944	0.194842261117741	-0.00254522952711683	0.0182016748306055	-0.0897674580417918	-0.0641065485613127	-0.0753411336100099
chr1:21878774:21881074	0.0730757179122648	0.276326923933799	0.0164071678354785	0.115606371818274	0.0315497122465403	-0.0194713692150371	0.0585639637036888
chr1:22651188:22653488	0.31020426062192	0.1699976233572	-0.100791612654938	0.227241687707208	-0.0323676601052268	-0.223393836494216	-0.0912159216848292
chr1:22651235:22653535	0.228029516546374	0.146882403340124	-0.126887006497303	-0.0311346577044134	0.0574499119007543	-0.147160994949203	-0.125772991813547
chr1:228108704:228111004	-0.0678009146286383	0.198394938632284	0.0134297283294343	0.0139348555804719	0.0122230696602548	0.212946186670425	-0.0283577418481824
chr1:228108716:228111016	-0.0597172351426895	0.218579777460449	0.0277294182605903	0.0189752087227829	0.000633839006273373	0.280728705032412	0.0833342539598512
chr1:228108725:228111025	-0.0767580347680888	0.243586400165789	-0.0337885645044928	0.0109445664953704	0.00313510066088471	0.275154861950763	0.124088495849106
chr1:228108731:228111031	-0.0836517559935751	0.280878156869933	-0.0372462771333262	0.0317632962227092	0.0142589684716289	0.291706346661703	0.114786719927577
chr1:228108736:228111036	-0.0723912952478877	0.30931129076928	-0.0198277394819096	0.0986918120666332	-0.0156470238965312	0.25813928007086	0.112103142877311
chr1:228108954:228111254	0.257421011585467	0.136787529154762	-0.0911566105331298	0.168185663084467	-0.0865949013811525	0.102982308808261	0.0470036270172502
chr1:228108978:228111278	0.260945628396684	0.237397099338272	0.0418379891676519	0.164561771199665	-0.181659809967897	0.284747219275422	0.0616358891387125
chr1:228108980:228111280	0.343992431904296	0.254000285063155	-0.00273153012708462	0.0825726102926299	-0.148391711769451	0.260893694622814	0.131852493332575
chr1:228108983:228111283	0.335165673546646	0.230882624410723	0.0450666614232473	0.0499852135644516	-0.20179927368318	0.21112318048179	0.0930569486856741
chr1:228108990:228111290	0.164763011975601	0.188861878854989	0.068922287755881	0.058285292696211	-0.0655098206811909	0.293513158196561	-0.0265227620639805
chr1:228108995:228111295	0.186861150939766	0.200933402799471	0.0877115008592789	0.0562049729126301	-0.113177042762247	0.295481433774769	0.0528379897328924
chr1:228108996:228111296	0.217050397537196	0.135789177563888	0.109050007264699	0.118023113934246	-0.0414246651339034	0.205709152578373	0.00812811772079267
chr1:228108999:228111299	0.183315759460344	0.164634831566634	0.0558879289826494	0.0617727336060262	0.0480040495143181	0.287888958346047	0.0173354434161274
chr1:228109000:228111300	0.182312764715507	0.136470934098956	0.0466420390840438	0.0614109769807884	0.0936905535490749	0.292991935647799	0.0228380097768853
chr1:228109002:228111302	0.126598400932789	0.142511159540333	0.168764838860943	0.0960200419758104	0.00638649589755011	0.232664373190346	-0.00479656767512152
chr1:228109006:228111306	0.194408928525215	0.0268667305128947	0.0861417309148069	0.0284727298614991	0.0231475882084509	0.285533561855989	-0.0214274270057756
chr1:228109012:228111312	0.21733660875693	0.049905039110276	0.119251978644954	0.0312790000929589	-0.143214566798607	0.172756256902442	0.0171844763212137
chr1:228138264:228140564	0.0681862089718765	0.119242586770655	0.181114717321931	0.158083127631157	0.0512251232604182	0.642834744365817	0.169553435881477
chr1:228138265:228140565	0.0523257858423679	0.0988614822996181	0.196499051517876	0.190482868909653	0.0528306182715056	0.62581327343707	0.200085163375296
chr1:228138278:228140578	0.0816591675121329	0.201181863317538	0.077540132909082	0.17659202710676	0.047844734348809	0.678907727615735	0.13488893487872
chr1:228138281:228140581	0.0327532269488372	0.172147862017355	0.0258709336221787	0.192416487461223	0.0633473190041015	0.595421047912077	0.221258146428471
chr1:228138288:228140588	0.0581666131349406	0.147435311595865	0.0862335698918806	0.191813653149868	0.100336695869141	0.663507111975054	0.110434828360257
chr1:228138289:228140589	0.0807255185565578	0.174548728802678	0.118851880464492	0.181259571412242	0.0432295967510207	0.654134083810589	0.111832722694746
chr1:228138297:228140597	0.0366872606177393	0.179123220386484	0.0593285779436581	0.214691832290633	0.0819900401131742	0.594702611292205	0.212900127482204
chr1:228138301:228140601	0.0753248510436241	0.135285710594316	0.108006878239083	0.19597098676984	0.0144256282033979	0.697288935999174	0.1898106354685
chr1:228138306:228140606	0.0503834577697465	0.200258488764064	0.0764966461805068	0.207153954362379	0.0722194560215444	0.513558680588287	0.11392449825849
chr1:228138316:228140616	0.0292020461856931	0.210493660666041	0.128874380224861	0.238624349772249	0.049557239555665	0.394314720784247	0.162976317385772
chr1:228138317:228140617	0.109715177712211	0.164375281585499	0.15241641222988	0.250696462977267	0.0551144433116731	0.373760279491037	0.173764928810344
chr1:228138331:228140631	0.0751796653385755	0.0792119086549867	0.130956103768615	0.227771447267686	0.109753792866874	0.343658021652303	0.156171532204383
chr1:228139122:228141422	-0.109267000839893	0.0749609439828278	0.0856842646740159	0.0376037318504703	0.0911468796116806	0.278561941469953	-0.0021400088331756
chr1:228139131:228141431	-0.0745228364914699	0.114646733320748	0.0160376679804892	0.0212253287203296	0.176300203914152	0.300235860235358	0.0654546433612715
chr1:228139195:228141495	-0.0956429578443275	0.0783070988675633	0.104448836034447	0.0653895149234519	0.132608840088706	0.282536954841652	0.122695331640567
chr1:228143509:228145809	0.114936138171541	0.192058657935224	0.196832343863382	0.166231961972235	0.194350701661465	0.01986119576236	0.282092222969811
chr1:228143514:228145814	0.137136085022324	0.169641575703238	0.17913790810903	0.198306799965744	0.173773686914584	0.0621956450290837	0.24289435076899
chr1:228143560:228145860	0.0764296836567634	0.164704221013306	0.0541231638576094	0.115371703883559	0.196662833327226	-0.0121390460017636	0.258238356978454
chr1:228144825:228147125	0.178403084205767	0.200168474323492	0.178079797198997	0.0991712957751291	0.178991691393995	0.0483549061967422	0.161219740767911
chr1:228144839:228147139	0.166678257781337	0.199926413992722	0.124423289212316	0.10519049370878	0.224626896915066	0.131509279982914	0.217851848911431
chr1:231420810:231423110	0.0801634655072991	-0.12674544959957	-0.0141627965794809	0.0193127360811445	0.118900390750336	0.382782160419057	0.0123543471185533
chr1:231420892:231423192	0.0126895078457964	-0.0661435952760723	-0.0144854992138951	0.200693421031914	0.0068022465023068	0.288252065784253	-0.0688058571617573
chr1:231420926:231423226	-0.031159677175029	-0.0654204592941008	-0.0676863928819087	-0.0316881214806432	0.0536374276663373	0.25303271919244	0.0452934968305202
chr1:231420962:231423262	-0.0474967891203351	-0.0403715736088472	-0.0831724294047624	0.0171492549322847	0.183065093048706	0.259551192754689	0.13554241414749
chr1:23369536:23371836	-0.0163436502540854	0.0770621627432444	-0.0323485887370928	-0.12266451885081	0.0422672828973862	0.605715358396665	-0.0190657666859797
chr1:23789144:23791444	0.13962200006555	-0.0400665852571966	0.131248467891824	0.012829889247596	0.0671169320104321	0.0107939643478242	0.00272116612393033
chr1:23789186:23791486	0.182532833989568	0.041263489665066	0.160695736741863	0.0423533370986199	0.0208380552736032	0.0272691882503813	0.0612544216269063
chr1:23789202:23791502	0.120653321727776	0.0239919022689557	0.138840111281219	-0.0349484664576844	-0.100427743977033	0.0807487919082368	0.0656807807666804
chr1:23789220:23791520	0.146140617018883	-0.0142091748594314	0.147345722539401	-0.00341446577251685	-0.107734511862448	0.0861200325846968	0.0526522527208695
chr1:23798813:23801113	-0.179025382516803	-0.175790892634936	0.199250385057094	-0.0969474942117102	-0.033511565089782	0.234995961796583	-0.0365290669969206
chr1:23799136:23801436	-0.01206496724885	0.0255133601352775	0.0129899204272667	-0.0442299995053418	0.284102712989549	0.100436047751046	-0.0871235316471798
chr1:23799233:23801533	0.0649880092187964	0.0893877580444634	0.103004572885797	-0.0164281965263056	0.148680348799046	0.011209696220474	0.0560289637756583
chr1:23799270:23801570	0.0735655550451702	0.0433471919302473	0.0300804075971901	-0.0853541947321323	0.0994886954932871	0.161671113294724	0.00685413012538537
chr1:23800102:23802402	0.0400728072397715	0.280149761580807	0.103879782283734	-0.258147017718305	-0.0195960900449497	0.1540218859905	-0.00037675880398918
chr1:23800452:23802752	0.0657247715876448	0.246504686021933	0.098717436692428	-0.115299346738598	-0.00549708479112892	0.0964261346875122	-0.0847263664345304
chr1:23800453:23802753	0.146082114489201	0.105175950323395	0.195621141994268	-0.0294567306743445	-0.0162225491178558	-0.0109695302749984	-0.0356722988763464
chr1:23800454:23802754	0.112391699600093	0.106500924737463	0.154343115895348	0.0112063381485974	0.00397348984423099	0.0424776584957508	-0.0546860342650223
chr1:23800461:23802761	0.0561871607618986	0.256352064993365	0.0791736108889967	-0.0966884721948056	-0.00530452616992573	0.0967461845181792	-0.0916391410847157
chr1:23800470:23802770	0.0681942301555995	0.209865966118695	0.0792932479169615	-0.0575514643660941	-0.00962173331183149	0.0603755192496402	-0.0415820735198642
chr1:23800473:23802773	0.0904886407989884	0.166966476733087	0.0624611897456126	-0.0156297838403775	0.0320933293583655	0.0504529128716679	-0.0612966386754697
chr1:23800481:23802781	0.0258830208836037	0.280794695648187	-0.0585916389965975	-0.234360177121733	-0.0696996311857365	0.0206085232332068	-0.0750402688369875
chr1:2513785:2516085	-0.0286574018783799	0.0204235447436397	0.0893466357100597	0.0154582236393633	-0.0348126235528334	-0.0843625830800167	-0.109460873304263
chr1:2515637:2517937	-0.121279339107487	0.102451412370118	-0.066412759000381	0.0250903693364844	0.0459785884910019	-0.183680082123394	-0.0245107223218067
chr1:2518995:2521295	0.0807577504322371	-0.0282804155455697	-0.0663645154758609	0.0606394334693401	-0.052011824791595	-0.0765116769085162	-0.0388122517557132
chr1:26167907:26170207	0.209744848159925	-0.285120533817449	0.0992336185666753	0.116560945681272	-0.0314328202052125	0.146060453326158	0.129409016708422
chr1:26167941:26170241	0.304146220895226	-0.251912326357278	0.0138249902822	0.119300518018157	-0.0592730108716931	0.0324729682377351	0.124608569623009
chr1:26297726:26300026	0.0765454193163101	0.0390489065412601	0.0242921351750416	-0.00937252845667537	0.0614018127094055	-0.0934990883399692	0.00111097299749155
chr1:27623762:27626062	0.334221244392389	0.199471298475836	-0.11283514011175	0.00156972712739732	0.228409172147812	-0.0351755807418798	0.0610879923423599
chr1:27625940:27628240	0.53157572943001	0.109475528294015	-0.0271514940924984	0.0441782229233575	-0.0408597912916275	-0.167056128775085	-0.0255838878102775
