promoter_id	logfc	pred_logfc	prediction_error	max_shap	Chr	Start	End	Strand	beige	white	logratio	transcript_id	transcript_biotype	ensembl_gene_id	gene_name	gene_biotype	promoter_start	promoter_end	promoter_id.1	cluster
chr1:151045750:151048050	0.5117121176172	0.0961797945658319	-0.415532323051368	0.169986561426265	chr1	151047751	151048050	+	1.34277490611335	0.344587454149548	0.5117121176172	ENST00000368926.6	protein_coding	ENSG00000143443	C1orf56	protein_coding	151045750	151048050	chr1:151045750:151048050	2
chr1:1515620:1517920	0.594049915457557	0.438780486005166	-0.155269429452392	0.146287742829704	chr1	1517621	1517920	+	1.11142534950872	0.0612588923229666	0.594049915457557	ENST00000429957.1	retained_intron	ENSG00000197785	ATAD3A	protein_coding	1515620	1517920	chr1:1515620:1517920	3
chr1:151782888:151785188	0.697204388440534	0.215686175966158	-0.481518212474376	0.112478649749041	chr1	151782889	151783188	-	1.66560577383105	0.260821746254997	0.697204388440534	ENST00000494725.6	retained_intron	ENSG00000182134	TDRKH	protein_coding	151782888	151785188	chr1:151782888:151785188	5
chr1:151790130:151792430	0.608051680450668	0.797484097136265	0.189432416685597	0.291518649783357	chr1	151790131	151790430	-	1.29241608377809	0.160095339302648	0.608051680450668	ENST00000526413.5	nonsense_mediated_decay	ENSG00000182134	TDRKH	protein_coding	151790130	151792430	chr1:151790130:151792430	4
chr1:151790133:151792433	0.608051680450668	0.540350345711986	-0.0677013347386823	0.211169986967713	chr1	151790134	151790433	-	1.29241608377809	0.160095339302648	0.608051680450668	ENST00000530202.1	nonsense_mediated_decay	ENSG00000182134	TDRKH	protein_coding	151790133	151792433	chr1:151790133:151792433	4
chr1:151790179:151792479	0.608897045585529	0.671576520340363	0.0626794747548344	0.292522225799815	chr1	151790180	151790479	-	1.29434588134438	0.160095339302648	0.608897045585529	ENST00000368825.7	protein_coding	ENSG00000182134	TDRKH	protein_coding	151790179	151792479	chr1:151790179:151792479	4
chr1:151790180:151792480	0.608897045585529	0.637624172497572	0.0287271269120427	0.304697754167107	chr1	151790181	151790480	-	1.29434588134438	0.160095339302648	0.608897045585529	ENST00000463553.1	retained_intron	ENSG00000182134	TDRKH	protein_coding	151790180	151792480	chr1:151790180:151792480	4
chr1:151790183:151792483	0.608897045585529	0.551683993411412	-0.0572130521741174	0.266190489109679	chr1	151790184	151790483	-	1.29434588134438	0.160095339302648	0.608897045585529	ENST00000486986.6	retained_intron	ENSG00000182134	TDRKH	protein_coding	151790183	151792483	chr1:151790183:151792483	4
chr1:151790188:151792488	0.608897045585529	0.675684977665238	0.0667879320797095	0.315578158685241	chr1	151790189	151790488	-	1.29434588134438	0.160095339302648	0.608897045585529	ENST00000368823.5,ENST00000525790.5	protein_coding,nonsense_mediated_decay	ENSG00000182134	TDRKH	protein_coding	151790188	151792488	chr1:151790188:151792488	4
chr1:151790200:151792500	0.608897045585529	0.5435638177102	-0.0653332278753291	0.311611151890778	chr1	151790201	151790500	-	1.29434588134438	0.160095339302648	0.608897045585529	ENST00000368824.8	protein_coding	ENSG00000182134	TDRKH	protein_coding	151790200	151792500	chr1:151790200:151792500	2
chr1:151790205:151792505	0.608897045585529	0.586208966329724	-0.0226880792558053	0.357274381641695	chr1	151790206	151790505	-	1.29434588134438	0.160095339302648	0.608897045585529	ENST00000458431.6	protein_coding	ENSG00000182134	TDRKH	protein_coding	151790205	151792505	chr1:151790205:151792505	4
chr1:151790222:151792522	0.608897045585529	0.522286154738921	-0.0866108908466082	0.32907974053915	chr1	151790223	151790522	-	1.29434588134438	0.160095339302648	0.608897045585529	ENST00000368827.10,ENST00000440583.6	protein_coding	ENSG00000182134	TDRKH	protein_coding	151790222	151792522	chr1:151790222:151792522	4
chr1:153773312:153775612	0.666988586821594	0.853701327503841	0.186712740682247	0.384065477833218	chr1	153775313	153775612	+	6.35508615787056	3.26220013391467	0.666988586821594	ENST00000484014.5	lncRNA	ENSG00000143554	SLC27A3	protein_coding	153773312	153775612	chr1:153773312:153775612	1
chr1:153773318:153775618	0.664693132421835	0.700439317752353	0.0357461853305183	0.432246658776587	chr1	153775319	153775618	+	6.35508615787056	3.27057942038332	0.664693132421835	ENST00000468403.1	retained_intron	ENSG00000143554	SLC27A3	protein_coding	153773318	153775618	chr1:153773318:153775618	4
chr1:153773406:153775706	0.732242308616869	1.05911305054313	0.326870741926264	0.328777265905488	chr1	153775407	153775706	+	6.68658603197719	3.22904315769683	0.732242308616869	ENST00000624995.4	protein_coding	ENSG00000143554	SLC27A3	protein_coding	153773406	153775706	chr1:153773406:153775706	2
chr1:153774595:153776895	1.4129462247934	1.3355429021782	-0.0774033226151973	0.477198406082429	chr1	153776596	153776895	+	10.8419969455178	2.82273463829556	1.4129462247934	ENST00000458027.5	protein_coding	ENSG00000143554	SLC27A3	protein_coding	153774595	153776895	chr1:153774595:153776895	4
chr1:153774599:153776899	1.41118635787785	1.43656387929596	0.0253775214181073	0.449133221555576	chr1	153776600	153776899	+	10.8120843230792	2.81737400851753	1.41118635787785	ENST00000461269.1	retained_intron	ENSG00000143554	SLC27A3	protein_coding	153774599	153776899	chr1:153774599:153776899	4
chr1:153776639:153778939	1.6332311310351	1.17821247496055	-0.455018656074548	0.674571510680703	chr1	153778640	153778939	+	18.5118009031998	4.61229517086626	1.6332311310351	ENST00000468044.1	retained_intron	ENSG00000143554	SLC27A3	protein_coding	153776639	153778939	chr1:153776639:153778939	4
chr1:153777050:153779350	1.0688928216579	1.15003114942193	0.0811383277640294	0.790650506024225	chr1	153779051	153779350	+	15.2640898610787	6.22952722702288	1.0688928216579	ENST00000368660.1	retained_intron	ENSG00000143554	SLC27A3	protein_coding	153777050	153779350	chr1:153777050:153779350	4
chr1:153777200:153779500	0.750366431833686	1.03014941651064	0.279782984676954	0.795309109649948	chr1	153779201	153779500	+	14.7756183160398	7.97230912962386	0.750366431833686	ENST00000368659.3	retained_intron	ENSG00000143554	SLC27A3	protein_coding	153777200	153779500	chr1:153777200:153779500	4
chr1:155125875:155128175	0.62699803843295	0.695373336106064	0.0683752976731139	0.278513718998987	chr1	155127876	155128175	+	1.51517030331328	0.276151440321257	0.62699803843295	ENST00000368406.2,ENST00000368407.8	protein_coding	ENSG00000169242	EFNA1	protein_coding	155125875	155128175	chr1:155125875:155128175	4
chr1:155125887:155128187	0.62699803843295	1.00619178349924	0.379193745066292	0.290781117433517	chr1	155127888	155128187	+	1.51517030331328	0.276151440321257	0.62699803843295	ENST00000469878.5	lncRNA	ENSG00000169242	EFNA1	protein_coding	155125887	155128187	chr1:155125887:155128187	4
chr1:155129203:155131503	0.615718699273769	0.54982196858501	-0.0658967306887588	0.372474403278047	chr1	155131204	155131503	+	1.50669763685721	0.288487387824347	0.615718699273769	ENST00000497282.1	lncRNA	ENSG00000169242	EFNA1	protein_coding	155129203	155131503	chr1:155129203:155131503	4
chr1:155254608:155256908	1.24020489473689	0.881947537428259	-0.358257357308631	0.233612755125739	chr1	155254609	155254908	-	5.28953861269054	1.085753048204	1.24020489473689	ENST00000491082.1	protein_coding	ENSG00000160767	FAM189B	protein_coding	155254608	155256908	chr1:155254608:155256908	5
chr1:155254660:155256960	1.28676959195409	1.22690830606239	-0.0598612858917029	0.24269897364071	chr1	155254661	155254960	-	5.38366732450075	1.02632716630537	1.28676959195409	ENST00000350210.6	protein_coding	ENSG00000160767	FAM189B	protein_coding	155254660	155256960	chr1:155254660:155256960	5
chr1:155254664:155256964	1.29621214221622	1.22381345979064	-0.072398682425576	0.252139157189697	chr1	155254665	155254964	-	5.37607339153645	1.0034920982752	1.29621214221622	ENST00000472550.5	lncRNA	ENSG00000160767	FAM189B	protein_coding	155254664	155256964	chr1:155254664:155256964	5
chr1:155254668:155256968	1.30080449175955	1.08731449267904	-0.213489999080509	0.275652009215002	chr1	155254669	155254968	-	5.34409921206686	0.980968347541959	1.30080449175955	ENST00000368368.7	protein_coding	ENSG00000160767	FAM189B	protein_coding	155254668	155256968	chr1:155254668:155256968	5
chr1:155255183:155257483	0.515971040581385	0.689403748804878	0.173432708223493	0.111058875335557	chr1	155255184	155255483	-	1.30178916745105	0.309014064400262	0.515971040581385	ENST00000361361.7,ENST00000481822.1,ENST00000621094.4	protein_coding,retained_intron	ENSG00000160767	FAM189B	protein_coding	155255183	155257483	chr1:155255183:155257483	5
chr1:15943626:15945926	0.624405303959554	0.39811817867804	-0.226287125281514	0.0839862700245729	chr1	15943627	15943926	-	1.61968483617273	0.348042927196994	0.624405303959554	ENST00000472658.1	lncRNA	ENSG00000116809	ZBTB17	protein_coding	15943626	15945926	chr1:15943626:15945926	5
chr1:15944093:15946393	0.559229815955238	0.407268937935809	-0.151960878019429	0.370905560379232	chr1	15944094	15944393	-	1.41818424304509	0.319799864798921	0.559229815955238	ENST00000474511.1	lncRNA	ENSG00000116809	ZBTB17	protein_coding	15944093	15946393	chr1:15944093:15946393	3
chr1:15944103:15946403	0.55796677651609	0.363733203575761	-0.194233572940329	0.306798496327837	chr1	15944104	15944403	-	1.42591432410253	0.327082399881342	0.55796677651609	ENST00000487785.1	lncRNA	ENSG00000116809	ZBTB17	protein_coding	15944103	15946403	chr1:15944103:15946403	3
chr1:15944128:15946428	0.594952013350021	0.361640994510014	-0.233311018840007	0.27882923784391	chr1	15944129	15944428	-	1.51487725623869	0.327082399881342	0.594952013350021	ENST00000444358.1	protein_coding	ENSG00000116809	ZBTB17	protein_coding	15944128	15946428	chr1:15944128:15946428	3
chr1:15945784:15948084	0.561274791034294	0.33713525588709	-0.224139535147204	0.109745110118566	chr1	15945785	15946084	-	1.1827013000133	0.156926437377069	0.561274791034294	ENST00000492834.1	lncRNA	ENSG00000116809	ZBTB17	protein_coding	15945784	15948084	chr1:15945784:15948084	5
chr1:160281844:160284144	1.31696991189125	1.29894323977416	-0.0180266721170859	0.677832393841873	chr1	160281845	160282144	-	57.2841440632477	21.7952957561202	1.31696991189125	ENST00000495624.1	protein_coding	ENSG00000162735	PEX19	protein_coding	160281844	160284144	chr1:160281844:160284144	1
chr1:160282219:160284519	1.02057135586148	1.01948757908966	-0.00108377677181548	0.388899063234317	chr1	160282220	160282519	-	53.2400227929163	25.2289728110802	1.02057135586148	ENST00000532516.1	retained_intron	ENSG00000162735	PEX19	protein_coding	160282219	160284519	chr1:160282219:160284519	2
chr1:160283923:160286223	1.37787300615544	1.24606720454404	-0.131805801611399	0.593289866472761	chr1	160283924	160284223	-	39.75064546452	14.0650502747131	1.37787300615544	ENST00000462644.5	nonsense_mediated_decay	ENSG00000162735	PEX19	protein_coding	160283923	160286223	chr1:160283923:160286223	4
chr1:160283931:160286231	1.38026109401576	1.21316498045968	-0.167096113556085	0.598369149853178	chr1	160283932	160284231	-	39.7527057577389	14.0392713125114	1.38026109401576	ENST00000392220.2	protein_coding	ENSG00000162735	PEX19	protein_coding	160283931	160286231	chr1:160283931:160286231	1
chr1:161704971:161707271	0.560552380441847	0.279468981784568	-0.281083398657279	0.146421939917821	chr1	161706972	161707271	+	3.17097259920819	1.50613921167291	0.560552380441847	ENST00000236938.10,ENST00000350710.3,ENST00000367949.6,ENST00000367959.6,ENST00000540521.5,ENST00000546024.5	protein_coding	ENSG00000132185	FCRLA	protein_coding	161704971	161707271	chr1:161704971:161707271	5
chr1:161705208:161707508	0.655031337824424	0.482372942747188	-0.172658395077236	0.163205437781322	chr1	161707209	161707508	+	2.80754665466849	1.05308873444104	0.655031337824424	ENST00000367957.6	protein_coding	ENSG00000132185	FCRLA	protein_coding	161705208	161707508	chr1:161705208:161707508	5
chr1:161705238:161707538	0.582616942519354	0.564049574796447	-0.0185673677229071	0.185836678636751	chr1	161707239	161707538	+	2.4078757427724	0.943365314076321	0.582616942519354	ENST00000465403.1	lncRNA	ENSG00000132185	FCRLA	protein_coding	161705238	161707538	chr1:161705238:161707538	5
chr1:161705243:161707543	0.577570233598865	0.604321478075945	0.0267512444770805	0.194093184752842	chr1	161707244	161707543	+	2.38435190152468	0.937916442078369	0.577570233598865	ENST00000349527.8	protein_coding	ENSG00000132185	FCRLA	protein_coding	161705243	161707543	chr1:161705243:161707543	5
chr1:161705264:161707564	0.590611169024755	0.653475446029226	0.0628642770044711	0.149728780522539	chr1	161707265	161707564	+	2.2352269794199	0.812451312124454	0.590611169024755	ENST00000294796.8,ENST00000309691.10,ENST00000367953.7	protein_coding	ENSG00000132185	FCRLA	protein_coding	161705264	161707564	chr1:161705264:161707564	5
chr1:161705294:161707594	0.568734434899069	0.226972309739713	-0.341762125159356	0.166633234831448	chr1	161707295	161707594	+	2.06757382587232	0.742390650272377	0.568734434899069	ENST00000367950.1	protein_coding	ENSG00000132185	FCRLA	protein_coding	161705294	161707594	chr1:161705294:161707594	5
chr1:1621801:1624101	0.506755791174769	0.458337835428754	-0.0484179557460153	0.137184693844793	chr1	1623802	1624101	+	1.1721042733101	0.232537494319948	0.506755791174769	ENST00000514234.5	protein_coding	ENSG00000197530	MIB2	protein_coding	1621801	1624101	chr1:1621801:1624101	3
chr1:1622743:1625043	0.550638609854701	0.222510039611347	-0.328128570243354	0.097544695345559	chr1	1624744	1625043	+	1.83370037364936	0.617335699641155	0.550638609854701	ENST00000467597.1	retained_intron	ENSG00000197530	MIB2	protein_coding	1622743	1625043	chr1:1622743:1625043	1
chr1:1623086:1625386	0.732201080712204	0.260462004872714	-0.47173907583949	0.125607390876146	chr1	1625087	1625386	+	2.38105691765649	0.637329589190348	0.732201080712204	ENST00000508148.1	retained_intron	ENSG00000197530	MIB2	protein_coding	1623086	1625386	chr1:1623086:1625386	1
chr1:1625459:1627759	0.537944199075308	0.483865090771935	-0.0540791083033734	0.201012125661729	chr1	1627460	1627759	+	0.939733651634305	0.024746439540684	0.537944199075308	ENST00000473511.5	retained_intron	ENSG00000197530	MIB2	protein_coding	1625459	1627759	chr1:1625459:1627759	5
chr1:1625521:1627821	0.619904626219967	0.499733401308789	-0.120171224911178	0.158233845674858	chr1	1627522	1627821	+	1.16780394226293	0.0613341962647545	0.619904626219967	ENST00000464570.1	retained_intron	ENSG00000197530	MIB2	protein_coding	1625521	1627821	chr1:1625521:1627821	5
chr1:162788701:162791001	0.588258909422673	0.774044718018852	0.185785808596179	0.210769790347288	chr1	162790702	162791001	+	3.9539044011906	1.96021058438067	0.588258909422673	ENST00000485405.5	lncRNA	ENSG00000132196	HSD17B7	protein_coding	162788701	162791001	chr1:162788701:162791001	2
chr1:162788720:162791020	0.588258909422673	0.637578812205922	0.0493199027832487	0.218467869271205	chr1	162790721	162791020	+	3.9539044011906	1.96021058438067	0.588258909422673	ENST00000463037.5	lncRNA	ENSG00000132196	HSD17B7	protein_coding	162788720	162791020	chr1:162788720:162791020	2
chr1:162788722:162791022	0.588258909422673	0.525595588436303	-0.0626633209863697	0.184911875399118	chr1	162790723	162791022	+	3.9539044011906	1.96021058438067	0.588258909422673	ENST00000367915.1	protein_coding	ENSG00000132196	HSD17B7	protein_coding	162788722	162791022	chr1:162788722:162791022	2
chr1:162788732:162791032	0.588720963523219	0.705669993042443	0.116949029519224	0.239539324777969	chr1	162790733	162791032	+	3.95581157245651	1.96021058438067	0.588720963523219	ENST00000466176.5	nonsense_mediated_decay	ENSG00000132196	HSD17B7	protein_coding	162788732	162791032	chr1:162788732:162791032	1
chr1:162788745:162791045	0.588720963523219	0.51344892739665	-0.075272036126569	0.220046811598667	chr1	162790746	162791045	+	3.95581157245651	1.96021058438067	0.588720963523219	ENST00000254521.7	protein_coding	ENSG00000132196	HSD17B7	protein_coding	162788745	162791045	chr1:162788745:162791045	2
chr1:162788788:162791088	0.587924982689975	0.480818527844986	-0.107106454844989	0.169917014564784	chr1	162790789	162791088	+	3.95252646773005	1.96021058438067	0.587924982689975	ENST00000649629.1	retained_intron	ENSG00000132196	HSD17B7	protein_coding	162788788	162791088	chr1:162788788:162791088	2
chr1:162788800:162791100	0.587924982689975	0.401414689810684	-0.186510292879291	0.178753227303707	chr1	162790801	162791100	+	3.95252646773005	1.96021058438067	0.587924982689975	ENST00000367913.2	protein_coding	ENSG00000132196	HSD17B7	protein_coding	162788800	162791100	chr1:162788800:162791100	2
chr1:165698563:165700863	1.38757288500185	1.05639697685433	-0.33117590814752	0.273784671286204	chr1	165698564	165698863	-	3.81362607188382	0.222010133829667	1.38757288500185	ENST00000354775.4	protein_coding	ENSG00000143149	ALDH9A1	protein_coding	165698563	165700863	chr1:165698563:165700863	1
chr1:16989703:16992003	0.695701086434619	0.287915595932776	-0.407785490501843	0.0710869366441688	chr1	16989704	16990003	-	2.72115582821181	0.914885099088607	0.695701086434619	ENST00000502418.1	protein_coding	ENSG00000159363	ATP13A2	protein_coding	16989703	16992003	chr1:16989703:16992003	3
chr1:16995983:16998283	0.572606175096465	0.265957162580417	-0.306649012516048	0.119583064305368	chr1	16995984	16996283	-	2.66657113624969	1.1378072065243	0.572606175096465	ENST00000503552.1	protein_coding	ENSG00000159363	ATP13A2	protein_coding	16995983	16998283	chr1:16995983:16998283	2
chr1:16999991:17002291	0.547979324447307	0.499219127151201	-0.0487601972961055	0.0850870735915672	chr1	16999992	17000291	-	2.25030842416477	0.907115135097536	0.547979324447307	ENST00000502860.1	retained_intron	ENSG00000159363	ATP13A2	protein_coding	16999991	17002291	chr1:16999991:17002291	5
chr1:17000012:17002312	0.601819727790261	0.472329203058788	-0.129490524731473	0.121217947245897	chr1	17000013	17000312	-	2.65099685579426	1.06464557562582	0.601819727790261	ENST00000506174.5	protein_coding	ENSG00000159363	ATP13A2	protein_coding	17000012	17002312	chr1:17000012:17002312	5
chr1:17005095:17007395	0.540253446545936	0.486001968761387	-0.0542514777845486	0.171352592523712	chr1	17005096	17005395	-	1.46716389076618	0.384195578886547	0.540253446545936	ENST00000508222.5	protein_coding	ENSG00000159363	ATP13A2	protein_coding	17005095	17007395	chr1:17005095:17007395	5
chr1:17005414:17007714	0.613948268213846	0.52679553897263	-0.0871527292412158	0.103488860600973	chr1	17005415	17005714	-	1.66375051409179	0.393916774284583	0.613948268213846	ENST00000510069.5	protein_coding	ENSG00000159363	ATP13A2	protein_coding	17005414	17007714	chr1:17005414:17007714	3
chr1:17005465:17007765	0.552171373321613	0.529836938988657	-0.0223344343329558	0.149132007719806	chr1	17005466	17005765	-	1.35826233163649	0.290311069138823	0.552171373321613	ENST00000509619.1	protein_coding	ENSG00000159363	ATP13A2	protein_coding	17005465	17007765	chr1:17005465:17007765	5
chr1:17053707:17056007	1.44009363778562	1.15737443002567	-0.282719207759953	0.351267753443668	chr1	17053708	17054007	-	39.9123235978457	13.4465095417217	1.44009363778562	ENST00000485515.5	lncRNA	ENSG00000117118	SDHB	protein_coding	17053707	17056007	chr1:17053707:17056007	1
chr1:17053731:17056031	1.44158509381297	1.20569146202306	-0.235893631789909	0.360748251522511	chr1	17053732	17054031	-	39.9556749011972	13.4465095417217	1.44158509381297	ENST00000466613.2	retained_intron	ENSG00000117118	SDHB	protein_coding	17053731	17056031	chr1:17053731:17056031	1
chr1:173822652:173824952	0.538648779084699	0.644461107493811	0.105812328409112	0.33674330331114	chr1	173824653	173824952	+	8.08930421921266	4.94563213339581	0.538648779084699	ENST00000648807.1,ENST00000648960.1	protein_coding	ENSG00000117593	DARS2	protein_coding	173822652	173824952	chr1:173822652:173824952	4
chr1:173822660:173824960	0.555906394824257	0.448343856791559	-0.107562538032697	0.327583313265676	chr1	173824661	173824960	+	8.17129642928471	4.91881649001089	0.555906394824257	ENST00000647788.1	nonsense_mediated_decay	ENSG00000117593	DARS2	protein_coding	173822660	173824960	chr1:173822660:173824960	4
chr1:173822662:173824962	0.55727271119061	0.547174986671856	-0.0100977245187537	0.308535618916391	chr1	173824663	173824962	+	8.2562696567854	4.97001365482711	0.55727271119061	ENST00000647730.1,ENST00000649067.1	nonsense_mediated_decay,protein_coding	ENSG00000117593	DARS2	protein_coding	173822662	173824962	chr1:173822662:173824962	1
chr1:173822672:173824972	0.541742262844921	0.70446453939539	0.162722276550469	0.257015944759438	chr1	173824673	173824972	+	8.27107928068169	5.05562370123898	0.541742262844921	ENST00000649689.2	protein_coding	ENSG00000117593	DARS2	protein_coding	173822672	173824972	chr1:173822672:173824972	1
chr1:173822683:173824983	0.543609303496672	0.49676263358733	-0.0468466699093416	0.209865332399567	chr1	173824684	173824983	+	8.57827092787853	5.25724825436215	0.543609303496672	ENST00000648271.1	nonsense_mediated_decay	ENSG00000117593	DARS2	protein_coding	173822683	173824983	chr1:173822683:173824983	1
chr1:173822707:173825007	0.54656493501743	0.648233118599567	0.101668183582137	0.213809298172058	chr1	173824708	173825007	+	9.41070231971785	5.8123184100466	0.54656493501743	ENST00000647645.1	protein_coding	ENSG00000117593	DARS2	protein_coding	173822707	173825007	chr1:173822707:173825007	1
chr1:173822711:173825011	0.538630830883211	0.619130665712311	0.0804998348291001	0.280176434351596	chr1	173824712	173825011	+	9.47264606491602	5.89804418386158	0.538630830883211	ENST00000471476.2	nonsense_mediated_decay	ENSG00000117593	DARS2	protein_coding	173822711	173825011	chr1:173822711:173825011	1
chr1:173822842:173825142	0.641497364892409	0.697645308134789	0.05614794324238	0.289191330360284	chr1	173824843	173825142	+	11.0016080901547	6.33464529528204	0.641497364892409	ENST00000648055.1	retained_intron	ENSG00000117593	DARS2	protein_coding	173822842	173825142	chr1:173822842:173825142	1
chr1:173822846:173825146	0.652719024887446	0.638231166831305	-0.0144878580561406	0.222704934696723	chr1	173824847	173825146	+	11.03399824265	6.29067045711991	0.652719024887446	ENST00000650297.1	retained_intron	ENSG00000117593	DARS2	protein_coding	173822846	173825146	chr1:173822846:173825146	1
chr1:174997944:175000244	1.54472025281688	1.43790672487221	-0.106813527944666	0.544104929073343	chr1	174999945	175000244	+	26.2863291243288	7.69548322473705	1.54472025281688	ENST00000483307.1	retained_intron	ENSG00000116161	CACYBP	protein_coding	174997944	175000244	chr1:174997944:175000244	1
