promoter_id	logfc	pred_logfc	prediction_error	max_shap	Chr	Start	End	Strand	beige	white	logratio	transcript_id	transcript_biotype	ensembl_gene_id	gene_name	gene_biotype	promoter_start	promoter_end	promoter_id.1	cluster
chr1:150506108:150508408	-1.90159521290603	-1.82322925362088	0.0783659592851549	0.470031373745677	chr1	150508109	150508408	+	1.76891858070344	12.0816632468866	-1.90159521290603	ENST00000369047.9	protein_coding	ENSG00000143369	ECM1	protein_coding	150506108	150508408	chr1:150506108:150508408	3
chr1:153545502:153547802	-2.88608313285663	-2.86557985009021	0.0205032827664247	0.705234539231124	chr1	153545503	153545802	-	55.4523031018415	422.722272437269	-2.88608313285663	ENST00000354332.8	protein_coding	ENSG00000196154	S100A4	protein_coding	153545502	153547802	chr1:153545502:153547802	1
chr1:153545506:153547806	-2.88342168661072	-2.61591061613549	0.267511070475232	0.708333570180282	chr1	153545507	153545806	-	55.2752490219623	420.632999340678	-2.88342168661072	ENST00000368716.9,ENST00000468373.1	protein_coding,lncRNA	ENSG00000196154	S100A4	protein_coding	153545506	153547806	chr1:153545506:153547806	1
chr1:153988761:153991061	-1.96066493487476	-1.74788559520029	0.212779339674465	0.377015339773417	chr1	153990762	153991061	+	130.841067748019	515.072349621108	-1.96066493487476	ENST00000392558.4,ENST00000651669.1	retained_intron,protein_coding	ENSG00000177954	RPS27	protein_coding	153988761	153991061	chr1:153988761:153991061	3
chr1:153988762:153991062	-1.96066493487476	-1.73045468117441	0.230210253700345	0.322803431550128	chr1	153990763	153991062	+	130.841067748019	515.072349621108	-1.96066493487476	ENST00000493224.5,ENST00000643794.1	retained_intron,nonsense_mediated_decay	ENSG00000177954	RPS27	protein_coding	153988762	153991062	chr1:153988762:153991062	4
chr1:155187467:155189767	-0.602282953276376	-0.393132976637729	0.209149976638647	0.187766372669751	chr1	155187468	155187767	-	0.340914309940065	1.55378173789267	-0.602282953276376	ENST00000485118.5	protein_coding	ENSG00000185499	MUC1	protein_coding	155187467	155189767	chr1:155187467:155189767	2
chr1:155187531:155189831	-0.605685447828464	-0.141174986154855	0.464510461673609	0.148837077081557	chr1	155187532	155187831	-	0.354244629191054	1.58245774046634	-0.605685447828464	ENST00000468978.2	retained_intron	ENSG00000185499	MUC1	protein_coding	155187531	155189831	chr1:155187531:155189831	2
chr1:155192567:155194867	-0.735430743283826	-0.69246443407179	0.0429663092120363	0.489775999724107	chr1	155192568	155192867	-	0.165730592789246	1.60571290966285	-0.735430743283826	ENST00000342482.8,ENST00000343256.9,ENST00000368389.6,ENST00000368390.7,ENST00000368396.8,ENST00000368398.7,ENST00000467134.5,ENST00000471283.5,ENST00000498431.5	protein_coding,nonsense_mediated_decay	ENSG00000185499	MUC1	protein_coding	155192567	155194867	chr1:155192567:155194867	1
chr1:155192568:155194868	-0.735430743283826	-0.707017351317167	0.0284133919666594	0.472926899373687	chr1	155192569	155192868	-	0.165730592789246	1.60571290966285	-0.735430743283826	ENST00000337604.6	protein_coding	ENSG00000185499	MUC1	protein_coding	155192568	155194868	chr1:155192568:155194868	1
chr1:155192593:155194893	-0.735430743283826	-0.802942260688987	-0.0675115174051609	0.58458797646801	chr1	155192594	155192893	-	0.165730592789246	1.60571290966285	-0.735430743283826	ENST00000368392.7,ENST00000368393.7,ENST00000438413.5,ENST00000457295.6,ENST00000462215.5,ENST00000610468.4	protein_coding,nonsense_mediated_decay	ENSG00000185499	MUC1	protein_coding	155192593	155194893	chr1:155192593:155194893	1
chr1:155192609:155194909	-0.728894064478765	-0.721419873448863	0.0074741910299021	0.548619704082558	chr1	155192610	155192909	-	0.165730592789246	1.58941281019622	-0.728894064478765	ENST00000620770.1	retained_intron	ENSG00000185499	MUC1	protein_coding	155192609	155194909	chr1:155192609:155194909	1
chr1:155192615:155194915	-0.728894064478765	-0.655562474381177	0.0733315900975884	0.484772650703993	chr1	155192616	155192915	-	0.165730592789246	1.58941281019622	-0.728894064478765	ENST00000338684.9,ENST00000610359.4,ENST00000611571.4,ENST00000611577.4,ENST00000612778.4,ENST00000614519.4,ENST00000615517.4,ENST00000620103.4	protein_coding	ENSG00000185499	MUC1	protein_coding	155192615	155194915	chr1:155192615:155194915	1
chr1:155192616:155194916	-0.728894064478765	-0.591305965041727	0.137588099437038	0.517012891374666	chr1	155192617	155192916	-	0.165730592789246	1.58941281019622	-0.728894064478765	ENST00000466913.1	lncRNA	ENSG00000185499	MUC1	protein_coding	155192616	155194916	chr1:155192616:155194916	1
chr1:155207597:155209897	-1.38228730522322	-1.32097570553571	0.0613115996875142	0.306994279043516	chr1	155207598	155207897	-	1.3696342344229	6.78400760928723	-1.38228730522322	ENST00000368378.7	protein_coding	ENSG00000169231	THBS3	protein_coding	155207597	155209897	chr1:155207597:155209897	2
chr1:155207599:155209899	-1.38311461720119	-1.24258669882945	0.140527918371739	0.299090350544087	chr1	155207600	155207899	-	1.36770247509447	6.78400760928723	-1.38311461720119	ENST00000428962.2,ENST00000541990.5	nonsense_mediated_decay,protein_coding	ENSG00000169231	THBS3	protein_coding	155207599	155209899	chr1:155207599:155209899	2
chr1:155207617:155209917	-1.38264167378511	-1.15101481162205	0.231626862163061	0.322104986040308	chr1	155207618	155207917	-	1.36352806471672	6.77024393108614	-1.38264167378511	ENST00000457183.6	protein_coding	ENSG00000169231	THBS3	protein_coding	155207617	155209917	chr1:155207617:155209917	2
chr1:158997967:159000267	-0.558098815751555	-0.120123503358379	0.437975312393176	0.242518988665711	chr1	158999968	159000267	+	0.473825005075905	1.64228109012211	-0.558098815751555	ENST00000566111.5	protein_coding	ENSG00000163565	IFI16	protein_coding	158997967	159000267	chr1:158997967:159000267	1
chr1:159007917:159010217	-1.65850613201136	-1.28495021076452	0.373555921246842	0.455135064976411	chr1	159009918	159010217	+	4.18877022113623	17.5372958085581	-1.65850613201136	ENST00000368132.7,ENST00000483916.2,ENST00000493884.5	protein_coding,retained_intron	ENSG00000163565	IFI16	protein_coding	159007917	159010217	chr1:159007917:159010217	1
chr1:159007926:159010226	-1.65850613201136	-1.4932570877334	0.165249044277964	0.486583688317292	chr1	159009927	159010226	+	4.18877022113623	17.5372958085581	-1.65850613201136	ENST00000295809.11	protein_coding	ENSG00000163565	IFI16	protein_coding	159007926	159010226	chr1:159007926:159010226	1
chr1:159030503:159032803	-1.05213392006351	-0.631926103385213	0.420207816678297	0.551531770929441	chr1	159032504	159032803	+	2.77424183826534	7.89984246376686	-1.05213392006351	ENST00000562225.1	retained_intron	ENSG00000163565	IFI16	protein_coding	159030503	159032803	chr1:159030503:159032803	3
chr1:159959217:159961517	-1.38293595530889	-1.17656876297337	0.206367192335521	0.54184201897654	chr1	159961218	159961517	+	2.29458133793161	9.20020668765601	-1.38293595530889	ENST00000443364.6	lncRNA	ENSG00000224259	LINC01133	lncRNA	159959217	159961517	chr1:159959217:159961517	1
chr1:159959298:159961598	-1.37774743266968	-1.03648883933432	0.341258593335362	0.4269552184851	chr1	159961299	159961598	+	2.29649952721771	9.16498315112079	-1.37774743266968	ENST00000635112.1	lncRNA	ENSG00000224259	LINC01133	lncRNA	159959298	159961598	chr1:159959298:159961598	1
chr1:160121957:160124257	-0.550157519123515	-0.18297407963389	0.367183439489625	0.269437177501846	chr1	160123958	160124257	+	0.358322991394053	1.45316396757251	-0.550157519123515	ENST00000468587.1	retained_intron	ENSG00000018625	ATP1A2	protein_coding	160121957	160124257	chr1:160121957:160124257	3
chr1:172144268:172146568	-0.933373916160918	-0.824802164777631	0.108571751383287	0.381786193440436	chr1	172144269	172144568	-	3.6118066334353	8.71707435910433	-0.933373916160918	ENST00000650416.1	lncRNA	ENSG00000230630	DNM3OS	lncRNA	172144268	172146568	chr1:172144268:172146568	1
chr1:172144282:172146582	-0.931852049907628	-0.74467916224348	0.187172887664148	0.419717779281717	chr1	172144283	172144582	-	3.64693144150804	8.77278354141329	-0.931852049907628	ENST00000648228.1	lncRNA	ENSG00000230630	DNM3OS	lncRNA	172144282	172146582	chr1:172144282:172146582	1
chr1:172144319:172146619	-0.938490038473818	-0.935531259740934	0.0029587787328843	0.431258623182368	chr1	172144320	172144619	-	3.65923235604131	8.84603939934634	-0.938490038473818	ENST00000648909.1	lncRNA	ENSG00000230630	DNM3OS	lncRNA	172144319	172146619	chr1:172144319:172146619	1
chr1:172144441:172146741	-0.952380968638939	-0.655229253952349	0.29715171468659	0.43557919917074	chr1	172144442	172144741	-	3.26350010214826	8.18520734496329	-0.952380968638939	ENST00000650189.1	lncRNA	ENSG00000230630	DNM3OS	lncRNA	172144441	172146741	chr1:172144441:172146741	1
chr1:172144540:172146840	-0.817681791312239	-0.771278272981222	0.0464035183310169	0.435437140514041	chr1	172144541	172144840	-	2.73865913845516	6.35222559565157	-0.817681791312239	ENST00000417354.3	lncRNA	ENSG00000230630	DNM3OS	lncRNA	172144540	172146840	chr1:172144540:172146840	1
chr1:183278385:183280685	-0.709298308379762	-0.302023708483382	0.40727459989638	0.313967119573491	chr1	183278386	183278685	-	0.715756611282995	2.44028567406808	-0.709298308379762	ENST00000464047.1	lncRNA	ENSG00000157064	NMNAT2	protein_coding	183278385	183280685	chr1:183278385:183280685	1
chr1:19594976:19597276	-0.86118385920358	-0.742776082436019	0.118407776767561	0.260722570510382	chr1	19596977	19597276	+	24.0562719802578	45.3319560117658	-0.86118385920358	ENST00000617872.4	protein_coding	ENSG00000173436	MICOS10	protein_coding	19594976	19597276	chr1:19594976:19597276	5
chr1:19594978:19597278	-0.86118385920358	-0.816921061061568	0.0442627981420121	0.307722414207794	chr1	19596979	19597278	+	24.0562719802578	45.3319560117658	-0.86118385920358	ENST00000322753.7	protein_coding	ENSG00000173436	MICOS10	protein_coding	19594978	19597278	chr1:19594978:19597278	6
chr1:19594982:19597282	-0.860869069716564	-0.841589795791201	0.0192792739253627	0.251785351105434	chr1	19596983	19597282	+	24.0619579604328	45.3319560117658	-0.860869069716564	ENST00000486890.5	lncRNA	ENSG00000173436	MICOS10	protein_coding	19594982	19597282	chr1:19594982:19597282	6
chr1:19594990:19597290	-0.860869069716564	-0.921477525402119	-0.0606084556855547	0.285201072603282	chr1	19596991	19597290	+	24.0619579604328	45.3319560117658	-0.860869069716564	ENST00000498067.1	lncRNA	ENSG00000173436	MICOS10	protein_coding	19594990	19597290	chr1:19594990:19597290	5
chr1:19594994:19597294	-0.860869069716564	-0.911833029809706	-0.0509639600931424	0.271341499856159	chr1	19596995	19597294	+	24.0619579604328	45.3319560117658	-0.860869069716564	ENST00000462646.5	lncRNA	ENSG00000173436	MICOS10	protein_coding	19594994	19597294	chr1:19594994:19597294	6
chr1:19595000:19597300	-0.860869069716564	-0.770325102985618	0.0905439667309464	0.262031759202447	chr1	19597001	19597300	+	24.0619579604328	45.3319560117658	-0.860869069716564	ENST00000467029.5	lncRNA	ENSG00000173436	MICOS10	protein_coding	19595000	19597300	chr1:19595000:19597300	5
chr1:19595038:19597338	-0.860396450126444	-0.830875871703981	0.029520578422463	0.248585195058113	chr1	19597039	19597338	+	24.0616273485947	45.3158526040927	-0.860396450126444	ENST00000481464.5	lncRNA	ENSG00000173436	MICOS10	protein_coding	19595038	19597338	chr1:19595038:19597338	6
chr1:19595040:19597340	-0.860396450126444	-0.880402348332807	-0.0200058982063634	0.26723769812567	chr1	19597041	19597340	+	24.0616273485947	45.3158526040927	-0.860396450126444	ENST00000498642.5	lncRNA	ENSG00000173436	MICOS10	protein_coding	19595040	19597340	chr1:19595040:19597340	6
chr1:19595051:19597351	-0.860606304788011	-0.861340890403435	-0.000734585615423611	0.257980829150957	chr1	19597052	19597351	+	24.0578366956297	45.3158526040927	-0.860606304788011	ENST00000479642.1	lncRNA	ENSG00000173436	MICOS10	protein_coding	19595051	19597351	chr1:19595051:19597351	6
chr1:19595069:19597369	-0.859601257097885	-0.636891656098348	0.222709600999537	0.308474254774804	chr1	19597070	19597369	+	24.0625918480719	45.2915300835687	-0.859601257097885	ENST00000485362.1	lncRNA	ENSG00000173436	MICOS10	protein_coding	19595069	19597369	chr1:19595069:19597369	6
chr1:203182505:203184805	-0.582540573954438	-0.352653134984473	0.229887438969965	0.246036121426451	chr1	203182506	203182805	-	0.0963870190326553	1.13930598717126	-0.582540573954438	ENST00000404436.2	protein_coding	ENSG00000133048	CHI3L1	protein_coding	203182505	203184805	chr1:203182505:203184805	6
chr1:203182541:203184841	-0.661100559709764	-0.393638992227951	0.267461567481813	0.241512918345278	chr1	203182542	203182841	-	0.118254649418315	1.34957161003068	-0.661100559709764	ENST00000472064.1	retained_intron	ENSG00000133048	CHI3L1	protein_coding	203182541	203184841	chr1:203182541:203184841	6
chr1:203350786:203353086	-1.57720701519929	-1.49113826251815	0.0860687526811377	0.374973923628686	chr1	203350787	203351086	-	6.79777243142269	24.2518156008518	-1.57720701519929	ENST00000461936.1	lncRNA	ENSG00000122176	FMOD	protein_coding	203350786	203353086	chr1:203350786:203353086	2
chr1:203350788:203353088	-1.57689528219221	-1.61284722259791	-0.0359519404056987	0.356955157705178	chr1	203350789	203351088	-	6.79967363181548	24.2518156008518	-1.57689528219221	ENST00000493296.1	lncRNA	ENSG00000122176	FMOD	protein_coding	203350788	203353088	chr1:203350788:203353088	6
chr1:203859598:203861898	-1.32457897606209	-0.936306046853271	0.388272929208819	0.265821204726468	chr1	203861599	203861898	+	10.8096505630793	30.0830232582403	-1.32457897606209	ENST00000414487.7	protein_coding	ENSG00000182004	SNRPE	protein_coding	203859598	203861898	chr1:203859598:203861898	5
chr1:203859602:203861902	-1.32422115491003	-1.19864288177474	0.125578273135292	0.352600618636495	chr1	203861603	203861902	+	10.816275989354	30.0916568393924	-1.32422115491003	ENST00000475035.5,ENST00000483099.5	lncRNA	ENSG00000182004	SNRPE	protein_coding	203859602	203861902	chr1:203859602:203861902	5
chr1:215003774:215006074	-1.17083611485144	-0.764634599981448	0.406201514869992	0.4862696393246	chr1	215005775	215006074	+	1.34870711985293	5.53935088566734	-1.17083611485144	ENST00000486921.5	nonsense_mediated_decay	ENSG00000082482	KCNK2	protein_coding	215003774	215006074	chr1:215003774:215006074	3
chr1:215003849:215006149	-1.00738702797449	-0.99860068680016	0.0087863411743303	0.543346488473715	chr1	215005850	215006149	+	1.18674990332958	4.40621771373629	-1.00738702797449	ENST00000467031.5	nonsense_mediated_decay	ENSG00000082482	KCNK2	protein_coding	215003849	215006149	chr1:215003849:215006149	3
chr1:215003854:215006154	-0.98445891549538	-1.03011469974791	-0.0456557842525325	0.506125642667223	chr1	215005855	215006154	+	1.16138151123053	4.25501812008886	-0.98445891549538	ENST00000391895.6	protein_coding	ENSG00000082482	KCNK2	protein_coding	215003854	215006154	chr1:215003854:215006154	1
chr1:25906117:25908417	-0.790577548689807	-0.774901373399647	0.0156761752901601	0.385235075856276	chr1	25906118	25906417	-	1.43257372602383	3.93755205292133	-0.790577548689807	ENST00000465604.1	lncRNA	ENSG00000117632	STMN1	protein_coding	25906117	25908417	chr1:25906117:25908417	2
chr1:25906119:25908419	-0.790577548689807	-0.71988811541899	0.0706894332708169	0.369306717379699	chr1	25906120	25906419	-	1.43257372602383	3.93755205292133	-0.790577548689807	ENST00000455785.7	protein_coding	ENSG00000117632	STMN1	protein_coding	25906119	25908419	chr1:25906119:25908419	2
chr1:25906166:25908466	-0.790577548689807	-0.371800874183049	0.418776674506758	0.255568585729274	chr1	25906167	25906466	-	1.43257372602383	3.93755205292133	-0.790577548689807	ENST00000426559.6	protein_coding	ENSG00000117632	STMN1	protein_coding	25906166	25908466	chr1:25906166:25908466	2
chr1:44806481:44808781	-0.665556794555067	-0.509164535275797	0.15639225927927	0.419468763816622	chr1	44808482	44808781	+	0.899773376507823	2.59956348099095	-0.665556794555067	ENST00000450269.5	protein_coding	ENSG00000222009	BTBD19	protein_coding	44806481	44808781	chr1:44806481:44808781	1
chr1:44806522:44808822	-0.664134660458151	-0.536906487271332	0.127228173186819	0.384715848066745	chr1	44808523	44808822	+	0.933152899306871	2.64792548006536	-0.664134660458151	ENST00000409335.6	protein_coding	ENSG00000222009	BTBD19	protein_coding	44806522	44808822	chr1:44806522:44808822	1
chr1:44806566:44808866	-0.692980376565142	-0.811141277840736	-0.118160901275594	0.524686440717917	chr1	44808567	44808866	+	0.972051935495951	2.80467785194142	-0.692980376565142	ENST00000439563.2	nonsense_mediated_decay	ENSG00000222009	BTBD19	protein_coding	44806566	44808866	chr1:44806566:44808866	1
chr1:44806595:44808895	-0.696065368281976	-0.741458020483083	-0.045392652201107	0.411308859548359	chr1	44808596	44808895	+	1.00986194297996	2.87621819359587	-0.696065368281976	ENST00000485668.5	retained_intron	ENSG00000222009	BTBD19	protein_coding	44806595	44808895	chr1:44806595:44808895	1
chr1:53238199:53240499	-1.66817516170024	-1.44633564785064	0.221839513849601	0.430310902563706	chr1	53238200	53238499	-	6.54473007846271	25.1562069674942	-1.66817516170024	ENST00000371466.4	protein_coding	ENSG00000162385	MAGOH	protein_coding	53238199	53240499	chr1:53238199:53240499	6
chr1:53238208:53240508	-1.66817516170024	-1.55822017203945	0.109954989660786	0.458977280992684	chr1	53238209	53238508	-	6.54473007846271	25.1562069674942	-1.66817516170024	ENST00000462941.1	lncRNA	ENSG00000162385	MAGOH	protein_coding	53238208	53240508	chr1:53238208:53240508	6
chr1:53238218:53240518	-1.66759655260092	-1.37371840911023	0.293878143490686	0.404880206016995	chr1	53238219	53238518	-	6.54473007846271	25.1453178485003	-1.66759655260092	ENST00000371470.8	protein_coding	ENSG00000162385	MAGOH	protein_coding	53238218	53240518	chr1:53238218:53240518	6
chr1:78647830:78650130	-0.511352986422399	-0.528640613953511	-0.0172876275311123	0.364135896562592	chr1	78649831	78650130	+	0.370088060176544	1.37829110518443	-0.511352986422399	ENST00000370747.9	protein_coding	ENSG00000137965	IFI44	protein_coding	78647830	78650130	chr1:78647830:78650130	2
chr1:78647831:78650131	-0.511352986422399	-0.528082871855065	-0.0167298854326661	0.36534222920661	chr1	78649832	78650131	+	0.370088060176544	1.37829110518443	-0.511352986422399	ENST00000438486.1	protein_coding	ENSG00000137965	IFI44	protein_coding	78647831	78650131	chr1:78647831:78650131	2
chr1:78647832:78650132	-0.511352986422399	-0.503931095566046	0.00742189085635281	0.317585130569686	chr1	78649833	78650132	+	0.370088060176544	1.37829110518443	-0.511352986422399	ENST00000495254.5	lncRNA	ENSG00000137965	IFI44	protein_coding	78647832	78650132	chr1:78647832:78650132	2
chr1:78647841:78650141	-0.511352986422399	-0.192269324397293	0.319083662025106	0.287495466649799	chr1	78649842	78650141	+	0.370088060176544	1.37829110518443	-0.511352986422399	ENST00000467790.5	lncRNA	ENSG00000137965	IFI44	protein_coding	78647841	78650141	chr1:78647841:78650141	2
chr1:78647857:78650157	-0.511352986422399	-0.0609206793124456	0.450432307109953	0.282115900124799	chr1	78649858	78650157	+	0.370088060176544	1.37829110518443	-0.511352986422399	ENST00000472152.5	lncRNA	ENSG00000137965	IFI44	protein_coding	78647857	78650157	chr1:78647857:78650157	2
chr10:101783075:101785375	-0.576941870090708	-0.52228638011832	0.0546554899723884	0.331702672769991	chr10	101783076	101783375	-	3.21401507725623	5.7776624581546	-0.576941870090708	ENST00000462391.5	lncRNA	ENSG00000107833	NPM3	protein_coding	101783075	101785375	chr10:101783075:101785375	2
chr10:101783084:101785384	-0.576369012816968	-0.381968788111847	0.194400224705121	0.332929277159809	chr10	101783085	101783384	-	3.21608584028259	5.7776624581546	-0.576369012816968	ENST00000474993.5	lncRNA	ENSG00000107833	NPM3	protein_coding	101783084	101785384	chr10:101783084:101785384	2
chr10:101783113:101785413	-0.579919758708844	-0.253301245643505	0.326618513065339	0.253745916039873	chr10	101783114	101783413	-	3.20326384970805	5.7776624581546	-0.579919758708844	ENST00000370110.5	protein_coding	ENSG00000107833	NPM3	protein_coding	101783113	101785413	chr10:101783113:101785413	2
chr10:44384743:44387043	-0.889202163959447	-0.514350438896874	0.374851725062573	0.598653270449582	chr10	44384744	44385043	-	1.51531381769392	4.51089399846578	-0.889202163959447	ENST00000374426.6	protein_coding	ENSG00000107562	CXCL12	protein_coding	44384743	44387043	chr10:44384743:44387043	3
chr10:44384749:44387049	-0.889202163959447	-0.930627435906112	-0.0414252719466649	0.567993947024567	chr10	44384750	44385049	-	1.51531381769392	4.51089399846578	-0.889202163959447	ENST00000395794.2	protein_coding	ENSG00000107562	CXCL12	protein_coding	44384749	44387049	chr10:44384749:44387049	3
chr10:44384770:44387070	-0.883559288222894	-0.780672580888796	0.102886707334098	0.614749442937148	chr10	44384771	44385070	-	1.51531381769392	4.48547739508618	-0.883559288222894	ENST00000488591.1	retained_intron	ENSG00000107562	CXCL12	protein_coding	44384770	44387070	chr10:44384770:44387070	3
chr10:44384792:44387092	-0.883559288222894	-0.859717908048546	0.0238413801743479	0.629039121493398	chr10	44384793	44385092	-	1.51531381769392	4.48547739508618	-0.883559288222894	ENST00000343575.10,ENST00000374429.6,ENST00000395793.7	protein_coding	ENSG00000107562	CXCL12	protein_coding	44384792	44387092	chr10:44384792:44387092	3
chr10:44384797:44387097	-0.883559288222894	-0.94211092207805	-0.0585516338551557	0.564987368827035	chr10	44384798	44385097	-	1.51531381769392	4.48547739508618	-0.883559288222894	ENST00000395795.5	protein_coding	ENSG00000107562	CXCL12	protein_coding	44384797	44387097	chr10:44384797:44387097	3
chr11:102724481:102726781	-0.620277787058999	-0.159555029502602	0.460722757556397	0.319095246430963	chr11	102724482	102724781	-	0.0467704609857577	1.1462364643527	-0.620277787058999	ENST00000438475.2	protein_coding	ENSG00000118113	MMP8	protein_coding	102724481	102726781	chr11:102724481:102726781	2
chr11:111910496:111912796	-0.916211968753879	-0.595329016399639	0.32088295235424	0.26072296575407	chr11	111910497	111910796	-	0.560364975775158	2.83180237184088	-0.916211968753879	ENST00000533280.6	protein_coding	ENSG00000109846	CRYAB	protein_coding	111910496	111912796	chr11:111910496:111912796	3
chr11:111910530:111912830	-0.907806872214931	-0.576195863502762	0.331611008712169	0.178170627328084	chr11	111910531	111910830	-	0.542364379542195	2.76996172188945	-0.907806872214931	ENST00000526167.5	protein_coding	ENSG00000109846	CRYAB	protein_coding	111910530	111912830	chr11:111910530:111912830	3
