promoter_id	atac_logfc	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me3	H3K9me3	Inp
chr10:102417813:102420113	-0.1388468093730822	-0.0995348979081973	-0.241106755011491	-0.1741090873325699	0.0985880161844136	0.5565861609534262	0.03093961204446	0.2196486875287519
chr10:102417831:102420131	-0.18025700390205912	-0.0843761212253276	-0.2394310109665969	-0.1722328809673304	0.1021914736757324	0.5527435026503987	0.0230010025921516	0.2131167487584031
chr10:102418485:102420785	-0.3959540286559498	0.1120734291948814	-0.2778842368925894	-0.1557771850143004	0.1788230548870314	0.7334982450072548	-0.1908571742689102	0.22168568894455
chr10:102418528:102420828	-0.23082375978911082	0.128804201679207	-0.257590224834149	-0.1695792698561157	0.1782008792429112	0.762823463097188	-0.1813617355177418	0.2205977456818783
chr10:102418840:102421140	0.06482828107700207	0.1792120236867015	-0.2329905912170329	-0.2012078382118179	0.1990335510131492	0.968333181031466	-0.1739462576849722	0.1226832545736556
chr10:102419418:102421718	-0.15910432686772008	0.2068122267992599	-0.1737405632835417	-0.1724494513068047	0.4070986273768803	0.9404209695453548	0.114272251514958	0.140744511821794
chr10:102419427:102421727	-0.15664428725000665	0.2075790798418428	-0.1766398091663802	-0.1689566166675786	0.4071472935875655	0.9387731736199398	0.11875428745878	0.1435843384024383
chr10:102419634:102421934	-0.10477433276955068	0.2215491342050355	-0.1764748172751854	-0.1367363710523745	0.4911358109743502	0.9012275729905403	0.1320122609461123	0.2511286477233032
chr10:102421239:102423539	-0.037282341506863076	0.1057026543575888	-0.0768494330005454	0.0914624745595043	0.2251439227469995	0.8004522360815955	-0.0701132153114192	0.1396731548860373
chr10:103275137:103277437	-0.2073782952669857	-0.1259508289581765	0.0553741078369716	0.0495780519983796	-0.2026877488913679	0.3023485284718225	-0.1746098272619474	-0.0602628057916959
chr10:1048097:1050397	0.018321031096060272	-0.2088125910748995	0.1452552255701694	0.2268361803614074	0.1290060054769785	1.1225226419044645	-0.0723393516128606	0.0446153688877366
chr10:1048583:1050883	0.17620194653761073	-0.1090716749672532	0.1028954316614667	0.1485300170718465	0.3960913183141566	1.0916229480284834	-0.1640207855309292	0.0388640958480249
chr10:1048635:1050935	0.19717287177949328	-0.1060239611738509	0.1028954316614667	0.1443556151297125	0.4080776494480156	1.1001349048080584	-0.1611817955461504	0.0451600262810798
chr10:1048803:1051103	0.14404302212823683	-0.0783079666731237	0.1028954316614667	0.2604352631164113	0.4200871120579272	1.1400737588629597	-0.1524442812160072	0.0342276247930794
chr10:1048870:1051170	0.11736838614718378	-0.0601533863084636	0.1028954316614667	0.3169909737440722	0.4112480865811293	1.1516976982511788	-0.1524442812160072	0.0277365941187728
chr10:110495906:110498206	-0.10990301869338602	-0.630836837497493	0.0434771532709798	0.1003631111827772	0.449766239061224	0.6274670023483563	0.2447011909410081	0.1443579507293945
chr10:110500746:110503046	-0.05670434792633771	-0.4008146862882817	0.2419964596164241	0.4268788213663658	-0.0581910176701036	-0.0350365391649412	0.1568502255038304	0.0380052593971847
chr10:111075028:111077328	0.5575125730520571	0.3865161443379847	-0.2163083610867	0.0575100386718681	-0.2438961750080839	0.8766789399310638	-0.4799377574784077	-0.0666951599967638
chr10:112372017:112374317	0.2947344053175776	0.2987051305111315	0.4194751846310445	0.0579434164037909	0.002704449151131	-0.3610577744280102	-0.1742132585175245	0.3056391587773609
chr10:112373234:112375534	0.3978898960450198	0.1730090137225056	0.0765978123078482	-0.1298989047724227	-0.0093219944971066	-0.036772329795687	-0.0771770064689829	0.2305983259431155
chr10:112373264:112375564	0.39487378212590923	0.1481196487544994	0.0747295924137677	-0.1369834983567169	0.0023198623459515	-0.0335893567830984	-0.0806652370891309	0.2223412362919961
chr10:112374197:112376497	0.2308372162650313	-0.0450787231485633	-0.1776688451603258	-0.2568284094087243	0.089118708418957	0.6842342909974528	-0.0304833320987321	0.270641925115151
chr10:112374198:112376498	0.23036662952089154	-0.0448336535054054	-0.1780455603002357	-0.2566841128958612	0.0892478187853138	0.6857517235076618	-0.0303401823594073	0.270813133651143
chr10:112407532:112409832	0.09561527022467813	0.2805595212916923	-0.5465458165639192	0.2902658736964547	0.4972888541613913	-0.3475347817963863	-0.4075833675370187	-0.164580731082801
chr10:112409382:112411682	0.3672835586867427	0.3176839108924899	-0.448206847771448	-0.0233572857213305	0.4951223539599712	-0.1880509854635948	-0.6425928830481062	0.2154658327906581
chr10:112419980:112422280	-0.10964877476766167	-0.2008241506498846	0.0432786572721228	0.146721457564048	0.1021112598787719	-0.1486831435534609	-0.0973384625014922	-0.1145822210520765
chr10:112951575:112953875	0.12665671674493004	-0.0184973252234587	-0.0320655765624548	0.1336145326730345	0.1674641868167646	1.1113470809084842	-0.0817224365897787	0.0158398457510287
chr10:113677161:113679461	0.08151361975039186	0.3295607810078302	0.0954004648511438	0.0149395701759724	0.2622973062861788	0.7533455807407461	-0.409460143794434	0.1135345128122875
chr10:113677182:113679482	0.09952551099312752	0.3269430677871615	0.0961518561110622	0.0052514660612526	0.268079482584328	0.7601592881066112	-0.4027210916656569	0.1169638584475027
chr10:113677203:113679503	0.10896844764998107	0.323346955563348	0.0959045030407785	-0.0040765190022425	0.274008894472956	0.7648520839979577	-0.3944954060949733	0.1210628217075667
chr10:113677668:113679968	0.2161938164465224	0.2095987361797149	-0.0215131256404274	-0.0193213568068028	0.2745285395152319	0.7433519424768187	-0.1702483303914955	0.1257363015505683
chr10:113677876:113680176	0.25142969986931	0.2166253585725435	0.0406150341828752	-0.0161245211496328	0.2673068221578675	0.8302893861269057	-0.0866874189140672	0.0806332935831824
chr10:113677939:113680239	0.2567088811696214	0.2257687531981897	0.0450332053833874	0.0138757344938744	0.2666733670881361	0.8505034182219627	-0.052731764746262	0.0991506836877121
chr10:113689971:113692271	0.6364834201290246	0.3058805808249256	0.2069667399718164	0.0841950382128513	0.4246885611820309	-0.198439361160074	-0.2563427367768124	0.1409672075642426
chr10:113707260:113709560	0.48123708894093703	0.0492653442747959	-0.1883492750569689	0.1662017185176384	0.2190911358473999	-0.307164636782159	-0.0091701992425647	0.1201482696395291
chr10:113707344:113709644	0.4872969880646108	0.0096943057335419	-0.1990428567471548	0.2019798723885159	0.197287125156899	-0.2480784772595624	-0.0612590799282312	0.1576621011151955
chr10:113717209:113719509	0.24594423835645038	0.1042669640630679	0.3396306520845391	0.1822785859405024	0.295971748222807	-0.2741968721496265	0.0365499991810657	0.3211490274007618
chr10:113718997:113721297	0.46912695617976147	0.1509610771159805	0.2248765725939016	-0.2395315226420703	0.5104541569372933	-0.4675392569169712	0.1326371564647266	0.2123368933184536
chr10:114041865:114044165	0.9321024331576455	0.5530830879031291	-0.4910325757218539	0.0367005084446963	-0.0808317607763411	1.298043041876489	-0.2377169368424551	0.3531212362391588
chr10:11740365:11742665	0.03267524575287979	0.4000161680634406	-0.4762369487523744	0.1259186557250046	0.1825351847302606	0.5720787075038536	-0.0452379805160009	-0.0278359523067237
chr10:11740381:11742681	0.03849341269881539	0.389818231244463	-0.4882751295203776	0.1375398808876402	0.1858988597785184	0.5685194767862715	-0.0383935184284669	-0.032168872770419
chr10:11740445:11742745	0.03928204653342449	0.3404475148460195	-0.5449861588594993	0.1738666521259823	0.2068327272894803	0.572965548508346	-0.0237169908227161	-0.0465802614669011
chr10:11745274:11747574	0.31452694373749696	0.5401272622924117	-0.2273851049971129	0.6396788707220866	0.2631002479813865	-0.3933368829062306	-0.0080857904841831	0.0566586837258559
chr10:11745449:11747749	0.3534937910838049	0.4854462989325095	-0.1918081326566914	0.4208619234308225	0.3847445620252929	-0.3377541571835056	0.0115071257622217	0.0834782117284195
chr10:117540444:117542744	-0.02185394792091729	-0.2612851219458244	-0.1638126225850756	-0.1652630678105128	0.3721303552872919	0.8878844687809465	-0.1505473288753325	-0.1645593643169042
chr10:117540745:117543045	-0.05512501603135915	-0.2314863907455453	-0.099740352262263	-0.2025272576792469	0.4267600535687107	0.915035800314052	-0.1908398290304898	-0.1211154740719002
chr10:117541567:117543867	-0.07791138117181097	-0.3086324714821094	-0.0913943097624733	-0.1083712659630692	0.1503414380109908	1.015136324007591	-0.0519744400713192	0.1072430419186269
chr10:117542865:117545165	-0.3767055695260362	-0.3073437998323722	-0.101874128681466	-0.3913750029056962	-0.0164294393238874	0.9383065322797586	0.1359567268959474	0.2648187504216392
chr10:121480185:121482485	0.2970887857335796	0.0157302568315509	-0.196928799658432	0.5779654357539282	0.225272334074119	-0.0907534323699419	-0.314679597223743	-0.2244804588668417
chr10:121485184:121487484	0.26076507740061267	-0.1391705302840061	-0.0588675198670313	0.788847730522778	0.1472599145471739	-0.427874021721018	0.164253224771251	-0.1539254675107229
chr10:121514879:121517179	0.17634940565353316	-0.2366122303666678	-0.1630980402577886	0.4327564932429001	-0.1019613471811632	-0.3459894052314656	-0.0735263577157935	0.0292372653438791
chr10:121518529:121520829	0.20051443741668473	0.1021829109504157	-0.2747985503247146	0.6102081649345064	0.451075098083935	0.1316324002712681	0.1485303169994151	-0.0160678256082688
chr10:121531014:121533314	1.1270909553714985	0.4411339928087507	-0.0479419169337015	0.1831023140101239	0.5774274154900211	-0.7252372350231806	-0.0901776314866271	-0.0775318408787691
chr10:121565611:121567911	0.782638406254776	0.9532653802382492	0.1172728771694092	0.4632839445225602	0.2913566258151408	-0.6826151224619343	-0.0211429409278646	-0.264215840364448
chr10:121593464:121595764	0.002508404261387012	0.1424851809085949	0.0475114083514912	0.5178633316672863	0.3451327452042033	-0.3014323509568481	-0.1781825954349084	-0.0380083120260872
chr10:121593529:121595829	-0.024825157698071875	0.129221279162738	0.0397680968400357	0.4663449801339875	0.3311332980029089	-0.2874566566966407	-0.1506649193119669	-0.036211215633695
chr10:121593541:121595841	-0.02964997022085168	0.1267591679657997	0.0390841223733068	0.4563871185318573	0.328554632474669	-0.2841500477444433	-0.145672342102006	-0.0362566696697834
chr10:121593587:121595887	-0.047859884398221295	0.1274435184760676	0.0416766531384546	0.4310552108096098	0.3253371233682594	-0.2616607639481669	-0.1202504772989905	-0.0280374255308203
chr10:121593667:121595967	-0.07850117179899144	0.145621283767345	0.0259757360637709	0.3865698261314019	0.3471859552019848	-0.2089669068201785	-0.0804485981055928	-0.024390437153917
chr10:121593853:121596153	-0.04477124402353601	0.1368511069922764	-0.0591819363154642	0.3483998758222175	0.3597931400881574	-0.0784586766829387	-0.0214289359395533	0.0021182471473686
chr10:121596345:121598645	0.7784554940263915	0.5311334499660029	-0.3609696523756045	0.0993575473679233	-0.1201250785290394	1.9716603486573163	0.0834955395384474	0.2915816042326554
chr10:121597666:121599966	0.21801872765406247	0.2278720553876716	-0.2212712611345336	-0.1527743965191386	-0.2612065132225142	1.53518104678807	-0.0376385204972852	0.1054219834995504
chr10:121597772:121600072	0.22096434360187264	0.198504640413061	-0.2351721211474789	-0.1206326361934505	-0.2638732010806072	1.438291407316257	-0.0912060981680412	0.1012711571938827
chr10:121597784:121600084	0.22172601289393035	0.196589242892368	-0.242204975379677	-0.1147525294095185	-0.2616889891099391	1.429494086191159	-0.0948388919596521	0.1011535547732293
chr10:121597934:121600234	0.2618295209741194	0.1829383966031599	-0.2799611333396453	-0.1131722579835218	-0.2300130852191045	1.313908704784123	-0.079456279482297	0.1358809669073991
chr10:121597998:121600298	0.28427833764769944	0.1377910588120311	-0.2605611165946138	-0.1336637799581596	-0.189918747150985	1.2275660495335945	-0.0665597827846009	0.1514953087902668
chr10:121598096:121600396	0.31870609254105997	0.1120100185833321	-0.2344462033449536	-0.1379555672322197	-0.1374473596128461	1.0850469432227248	-0.0600115482515064	0.1483144350383498
chr10:121598103:121600403	0.3211700668974111	0.1127899324776579	-0.2299466814423487	-0.1366890720637259	-0.1343693259339269	1.074212880490866	-0.0556716255604287	0.1478136375887012
chr10:121598113:121600413	0.3246915409423286	0.1164775172411917	-0.2192852592118773	-0.1348855066350728	-0.1309786156217897	1.0587411178604869	-0.0458562092611522	0.1470979109668195
chr10:121598132:121600432	0.3313876430166969	0.1235975170787306	-0.1989672058808949	-0.1314771223991835	-0.1244071181692134	1.028028975786387	-0.0271773361305115	0.1457370513771048
chr10:121598152:121600452	0.33844446539985656	0.1312820454363688	-0.1776804320802037	-0.1275609478626604	-0.1171048541296169	0.994304987200784	-0.0081385424570132	0.1443031794568286
chr10:121598158:121600458	0.34056331748337276	0.1336862636913184	-0.1717924982020993	-0.1254354150769111	-0.1143441017179541	0.9854510854263092	-0.0042201707622461	0.143872739838327
chr10:123886866:123889166	0.25350662306606586	0.0956017593051841	-0.2401367068838833	0.4038456970767451	0.2768400522845887	-0.6900133849867429	0.1956678910114785	-0.0836103916706694
chr10:123891507:123893807	0.15234156661230977	0.4163277675898085	-0.0161881724845726	0.2634650858859596	0.078890324766932	0.5377984935553949	-0.1474136082665767	-0.009646683424204
chr10:123891684:123893984	0.004665792804213772	0.3389770157171858	-0.0277305765397973	0.261611172857672	0.025755019996388	0.5037705940771301	-0.2566377433339031	0.0257528523488683
chr10:123939967:123942267	0.08641520225948061	-0.0625117339206138	0.1400585198821637	0.1332540923528931	-0.3294944150761444	-0.4574437008369776	-0.1166779534843934	0.0527334602816559
chr10:124701624:124703924	0.7862276085838343	0.5089033906573776	0.202009209180871	-0.1393584204071021	0.2531934022899638	-0.0170560606676604	-0.2073707296976449	-0.1017393503742289
chr10:124702043:124704343	0.5456425846712323	0.5926039920426586	0.2916736111454671	-0.1182003453832942	0.2832922027455473	0.0716815868538802	-0.0795026400751872	-0.1677486527884711
chr10:124702183:124704483	0.5726974102350334	0.638045782804928	0.2752200198937912	-0.0839092339530974	0.2908678885605142	0.2388472316955059	-0.0506152827707184	-0.1568302412417744
chr10:124742670:124744970	0.19084020714003502	0.2438652173003519	-0.0439014685059225	0.0549823667043052	-0.1314294448717509	1.182087033391663	0.0766478430087692	0.1316550712493892
chr10:124743969:124746269	0.1065424230988748	0.0018522500144981	-0.1338119276537353	0.1357345936235078	0.0739412173030451	0.9297793235782142	-0.0038027297887008	-0.0227268421282113
chr10:124744078:124746378	0.10418639442539514	0.0016267809348028	-0.164848480091633	0.2374390506390793	0.0194961397688123	0.8520377851886024	-0.0103615261712242	-0.0398059207571499
chr10:126066706:126069006	0.27122863195094155	-0.1451663523195004	0.2703528481320467	0.0480416955731567	-0.6038864529788097	-0.5573643821817735	-0.0893146390040765	0.0184966749520061
chr10:126070333:126072633	0.24404429445366121	0.0446736119035625	-0.1024611260049101	0.0368818769335637	0.4519911708095421	-0.3852236396486843	0.0450728247470513	-0.1864022175498733
chr10:126109488:126111788	0.03998953914947859	-0.8661533475571388	0.2703090684397286	0.6438696381230341	0.1520909380101802	0.1203762522823187	0.0446867276239403	-0.1409428662973099
chr10:126155005:126157305	0.3628341489058219	-0.0689124784805002	-0.2682706170903166	-0.0225084511162628	-0.2140568973238739	0.0116126317868401	-0.1250613672613829	-0.0561012417613566
chr10:126388155:126390455	0.25409575709467586	0.1584786552968152	0.1926204573039255	0.1125384193131629	0.0455128660274794	1.061029278176888	0.1070216668419858	0.133442643382762
chr10:128102828:128105128	-0.042642477930520326	-0.2199663588284056	-0.046084974701522	-0.0072578869419683	-0.1493632218244997	-0.2710122362114182	0.361208936484503	0.082987653213847
chr10:128112149:128114449	0.016131099641312114	-0.1760469049934351	0.2754448158270488	-0.3793309590625814	0.1045193118578592	-0.1159480231074623	-0.4020018931165551	-0.2264904712693785
chr10:128125904:128128204	-0.005196749237027324	-0.3680650688319483	0.1693379867356434	0.0784809315639123	0.1339079510157273	0.6721813316178722	0.3131067821554836	0.3118621587886764
chr10:128125935:128128235	-0.013231962022944214	-0.3623672347821188	0.1964051359614705	0.095748990341084	0.14773022856227	0.6696491154093225	0.3131067821554836	0.3205990737149103
chr10:128126123:128128423	-0.06283307314623442	-0.266246675293283	0.2036001102410955	0.2060346810094064	0.1767436847899278	0.6615261653735953	0.2738259511280957	0.3522832212982245
chr10:129465189:129467489	0.04562507393479475	-0.1020353850360221	-0.2423278367842792	0.1246847895536606	-0.0907099954623088	1.0475935859101853	0.2712363440055836	0.1791650735711914
chr10:129465228:129467528	0.02343423823668613	-0.0952812682878169	-0.2517312093060716	0.1393572231321274	-0.0929310432524811	1.0456364048252025	0.2687989389838656	0.1744357873621363
chr10:129465240:129467540	0.027148948514954648	-0.0936003794454298	-0.254762054820691	0.143637994303118	-0.0940869792754532	1.0443626182447066	0.2661462042909152	0.1734599239371787
chr10:129465261:129467561	0.0335892128389538	-0.0890180239277253	-0.2647900615440519	0.1511739939329087	-0.0969197678463537	1.0399899111544888	0.2599668994896994	0.1694103241711774
chr10:129699626:129701926	-0.011667914589500603	-0.0150446446592478	-0.0572428624400569	0.1865404721787505	0.1174963064543309	-0.0965864747396014	0.1496332599205755	0.3566165657556993
chr10:132184947:132187247	0.35557884663098077	0.2737480180512628	-0.4465460593050515	-0.216465917617381	0.3255723375279321	0.901985314821909	0.0507051815210919	0.2352353783744862
chr10:132184977:132187277	0.3576091091210966	0.3024583974698054	-0.430738802258804	-0.2461511356767536	0.3291217902811423	0.9242348385271656	0.052774468694466	0.2432953653570379
chr10:132185058:132187358	0.37023898693181995	0.3767314853270204	-0.3979437630895128	-0.3010218016570775	0.3284783625630572	0.9664653362118816	0.099770759588087	0.2581160136730412
chr10:132190759:132193059	0.3570959439456989	-0.1348923375598459	-0.2899116822898702	0.0242118792460915	0.045392225106108	-0.3000664698363808	-0.1102932379203302	0.1098517981866808
chr10:132201552:132203852	0.7284144157668487	-0.1470978713719547	0.1055074010898629	0.2295231658489345	-0.0260022870001561	-0.4496841426610492	-0.2129516177248555	-0.3549084236684186
chr10:132248808:132251108	-0.1390664283280233	-0.0177754570365651	-0.1560301154625712	0.2447611306801001	0.2415681423829637	0.1474638776811385	-0.1233603960278606	0.1650357836481252
chr10:132306914:132309214	0.13622000618506747	0.0746037184485612	-0.2860402764228261	0.0721071498994773	-0.0840797251690354	0.9346652600565803	-0.0656081721547006	-0.1542441256655218
chr10:132307650:132309950	0.12978135515540204	0.0380734547326835	-0.3428174648514988	0.4895651236023853	0.0435639601169242	0.9627105955060362	-0.0284511014260214	-0.0565789679410942
chr10:132331531:132333831	-0.054773710199950275	0.1053150611305411	-0.0171530932912247	-0.3458051175171074	0.1672102850036721	0.8880481668036454	0.0632904317990184	0.1668051509261164
chr10:132331537:132333837	-0.054630073251700384	0.1052632620553944	-0.0203821452930629	-0.3475035526116912	0.1666133137429849	0.8896859030895896	0.0629264369316521	0.1687734688216667
chr10:132331547:132333847	-0.05438788045107466	0.1051750915921419	-0.0257478897216311	-0.3502834640318581	0.1656238183996015	0.8924878633225504	0.0623221209044219	0.1720569928982667
chr10:132395167:132397467	0.4254402758783429	0.401966075245389	-0.2275602737896812	-0.1671373057236164	0.5185984076220246	1.2998224477767626	-0.1571546325360929	0.0393210549803081
chr10:132395199:132397499	0.42707561807163813	0.4087676050684329	-0.2275602737896812	-0.1591902090448568	0.5181992683945966	1.29284079518033	-0.1325398445165397	0.0389954484666375
chr10:132442326:132444626	-0.1677193501452667	0.3282977764113275	-0.0483327291345327	0.0898441164057598	-0.0498528079641732	-0.4417449323404205	0.0200369791221339	-0.0957935169596374
chr10:132443188:132445488	0.7127963547876801	0.904036391225148	-0.0028996941437669	0.0854117876538285	0.2346143588799334	-0.1194926909582759	-0.1735098909858954	-0.1222094136273451
chr10:13294687:13296987	0.20700300150691364	-0.2121319173455403	0.1916453922800483	-0.0434866779825672	0.2210187944256539	-0.209811300643343	-0.170958494828425	-0.0424025564978415
chr10:13299249:13301549	0.1308724329611895	0.1520972614654568	-0.0732248213900148	0.0003698497912308	0.3041563185532498	0.8234496890395188	0.0624187048145631	-0.2762724141091962
chr10:13299463:13301763	0.09945793649136836	0.1391856968690854	-0.0732248213900148	-0.0421156904301803	0.2992850313273241	0.7819687453028974	0.0624187048145631	-0.2819360389238193
chr10:13299752:13302052	0.16103209491774856	0.1078344229201166	-0.0732248213900148	-0.0567338716159052	0.3398792654556737	0.806057848445259	0.0624187048145631	-0.3061826094794321
chr10:13299764:13302064	0.15384693697639507	0.1008712220382015	-0.0732248213900148	-0.0567338716159052	0.3386870409980171	0.8028263328464311	0.0624187048145631	-0.3080119430775175
chr10:13299797:13302097	0.13324391210606246	0.0808207243376563	-0.0732248213900148	-0.0567338716159052	0.3354134947992451	0.7932907481672272	0.0624187048145631	-0.3130143885578613
chr10:13302112:13304412	-0.03207477685146452	-0.498611316607271	-0.1519683854027211	0.3050451951893921	0.4041212956152004	0.8000301928465822	-0.1182936052149105	0.1056991285077753
chr10:133356696:133358996	0.23104391346189287	0.0076368795361181	-0.0157016619923082	-0.0411272151436473	0.4934419956894444	0.0617721150586933	0.1235173795919826	0.302190059254956
chr10:133357437:133359737	0.3633007092984818	0.0321400380678245	0.1278901438378595	0.180305779164215	0.6913690648835668	0.0184426390683063	-0.1122404999720829	0.3367027815288669
chr10:133357695:133359995	0.3942808651679089	0.1361618519049791	0.0056897155440904	0.1928519364244711	0.7587157129691854	-0.0286476541126534	-0.3149635244271226	0.2730030569721713
chr10:133357701:133360001	0.39568186105559205	0.1418094499528215	0.0048520013616594	0.1933303678453646	0.7578216287631837	-0.0287210796701039	-0.3147687684540449	0.2736518590165701
chr10:133357719:133360019	0.4029262332327502	0.1540664212673061	0.002541058940596	0.1935207280883983	0.756533176145057	-0.0322338144469748	-0.3101350662607521	0.2755965163273745
chr10:133357725:133360025	0.4069364852836975	0.1581463542931431	0.0017617558445862	0.193584012547544	0.7560996583649591	-0.0334521474617168	-0.3085833951309221	0.2762441533625982
chr10:133373054:133375354	0.09377686130185377	0.1028237465112357	-0.0097305458055017	0.2384711874413387	-0.0909631898026989	0.908636240351306	-0.0436409572086163	0.0748733314945682
chr10:15030226:15032526	-0.018097728408906992	-0.1370276109040723	-0.1114576781711568	0.2534536264603928	0.1609285995051834	-0.3537872007757964	0.4593057317121546	-0.1335093714362206
