promoter_id	atac_logfc	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me3	H3K9me3
chr1:150506108:150508408	-0.2775713175580578	-0.47003137374567666	-0.21483418272248012	-0.2703899766116255	-0.2955730712910194	-0.3329081029193622	-0.26972376782719654
chr16:57001852:57004152	-0.14805655143569818	0.05476710185633379	-0.006520535559585249	-0.08322094376902629	0.013856615895307721	-0.021639882535878223	-0.06225128972863418
chr3:49929241:49931541	-0.16190988227898767	-0.1725962550017665	-0.10000252396380113	-0.05323942852348997	-0.09522030891077077	0.18178616667129766	0.11537698341081051
chr11:128998102:129000402	-0.03648737597847326	0.08198947001884453	-0.022673960619462242	-0.11529293777023296	-0.17222874331075938	-0.14888292920518642	0.020708495716646232
chr11:65111370:65113670	-0.07755549068293001	0.1764011373059212	-0.06427830776166828	0.030807804495130663	0.005424094325888163	0.33314038367874066	0.02133461622359716
chr19:17403823:17406123	0.0020041966498049422	0.009156872088217687	-0.09394837550332355	-0.10302127506712187	-0.01237816749254231	-0.1988019351453208	-0.12494170522665292
chr15:73986200:73988500	0.03885973174159934	-0.2272123926758753	-0.08109748463831845	-0.008385709343577116	-0.1288319142446929	-0.0018000533789280825	-0.10000490692181857
chr7:75064428:75066728	0.27175587438891186	0.11743417277247656	0.0046531482970452445	0.0749234766528057	0.008643937216231528	-0.14147533606590365	0.0803315909786818
chr7:74026157:74028457	0.25935169347004045	0.21345124589239947	0.5481305151200645	0.20971627715472624	0.2675062501792917	0.05458535653432842	0.13598846197492517
chr16:57370524:57372824	0.032274685716877666	0.0558792004195303	-0.04829864096375447	-0.04547335405384588	-0.024577425567115473	-0.10816126959867554	0.04057444576644653
chr2:48567019:48569319	0.2402999365275848	0.0797264067332161	-0.35196797234732274	-0.07530288324275783	0.007824151070601493	0.24003653756919396	0.01453289055905781
chr10:73780047:73782347	0.007010104144566797	0.12428377823029879	0.21307318878332798	0.03926699657144843	-0.07639163595342395	0.14388995213342576	-0.04727748221362919
chr21:44939631:44941931	-0.1124185234349594	-0.05490499929538189	0.07072892786565613	-0.00021618673589140282	0.18485534666030656	0.21938365567069648	0.005593540035196619
chr14:91417378:91419678	-0.02814700878677113	0.004103058268941307	-0.32582774107432205	-0.019444465387733516	-0.0999391539453184	0.014306712175599869	-0.0900935901662184
chr20:63707553:63709853	-0.050265422326968734	-0.05502756150967674	-0.034322194026952	0.08616345988473266	-0.1726113373496851	0.17707204463689177	-0.07559356247089916
chr11:471919:474219	0.010010270917621284	-0.05230511446414633	0.028341189382755656	0.06014025652285349	-0.0667149436265359	-0.0203499374372758	-0.019620569562008493
chr1:167719981:167722281	-0.299158389963433	-0.014687837515618363	-0.12974041656215912	0.02581331615479176	0.0019512793459343027	0.06446714247790679	-0.08640408126704613
chr3:116444683:116446983	-0.020123610406353524	-0.018814463311825173	0.09010014473923077	0.0010816997633734738	0.055449541056385436	-0.2440511408970605	-0.022500967230660973
chr11:17014114:17016414	0.05064556064603683	0.01580374306759815	-0.03325797146284959	-0.06878827723699768	-0.06369945545551689	0.1655634021330821	-0.11402329523497423
chr11:68041322:68043622	0.19986892036268902	-0.12864046897490708	-0.009575941915879278	-0.0450624894174602	0.0004455724402752051	-0.155602119885714	0.014758315560106101
chr17:60091585:60093885	-0.14251096428918578	-0.16686662185627185	-0.033179597097582655	-0.11360455319164893	0.16521445882464658	-0.37696173630760227	-0.13875288107007167
chr3:196317940:196320240	-0.008546537817477171	0.009728449064989299	0.14986207748843933	-0.08802483306415654	-0.07103892225416364	0.1742386357776149	0.029990984402473032
chr8:11806416:11808716	-0.33899230968952476	-0.00165645296709857	-0.18964344864558438	-0.2586345866438626	-0.1648565376069089	-0.13113030959803762	-0.15670127586184807
chr1:162788800:162791100	0.03995474819440658	-0.17154002238678914	-0.002984683128468714	0.04919257576136027	0.03418341568330189	0.17875322730370688	-0.03394711067141247
chr1:46181891:46184191	-0.0353903143011851	0.039234760588619334	0.03106471704803745	0.021827787015292973	0.06360373188902772	-0.14823812554914717	0.018928732412311546
chr6:122469978:122472278	-0.006585419442337578	-0.15687928568250895	-0.10304677506580615	-0.02697166619091096	0.19220261534396096	0.14212069477976141	0.041499896630830126
chr8:100156334:100158634	-0.15068254915451632	0.25343585710290156	-0.0032402839239837854	-0.027874955677048664	-0.2924630433110235	0.2209808171958766	-0.0006048968354940598
chr17:8382709:8385009	-0.13780769250848138	-0.00798769112569895	-0.23109425020263935	-0.1583615990249321	-0.04767494352719951	-0.0704088329956015	-0.2946809278821645
chr1:30822297:30824597	0.14846696971445147	0.08843424639552676	0.018199428949782437	-0.0262966734634055	-0.05569265558065127	-0.1632494642044703	0.030777451350124017
chr12:42589444:42591744	-0.042233350666308664	-0.3829388620062796	-0.02758319202751859	-0.036541696360607896	0.146936128888328	0.07782708891613567	-0.030000900556503056
chr17:47895469:47897769	-0.4161486888468766	-0.09640882169936976	-0.17985323674757686	-0.41354760424211556	-0.14082256987115652	-0.14946834194058836	-0.2987645304289673
chr14:105247594:105249894	0.10146920020015218	-0.0962323284657018	0.0533526936086967	0.125530637998997	-0.04031461720103063	0.24778960022048407	0.07388072233378327
chr5:81248477:81250777	0.1760423424097737	0.35769174396372716	0.07527288448863846	0.09711427403917368	0.18125076245604277	-0.0768799117443404	0.16996351054287792
chr4:38113899:38116199	-0.05378031057390444	-0.41994393218555687	0.03630957390714003	0.021096733564089164	0.10518775551171569	-0.10925155329442003	-0.17476278454619984
chr8:144012472:144014772	-0.2011959937780474	-0.24757512802868012	-0.05772811068111278	0.015197551482296448	-0.06780798009010643	0.03574751323831151	-0.032547846715480305
chr10:70233611:70235911	0.028343883781925313	0.13744375187440272	0.08066619081041633	0.10785114632490143	0.2810336072207618	0.45568050819591466	0.039732360112117594
chr8:18084661:18086961	0.09578312370822335	0.0789805923877198	0.049338059991314104	0.04286820270638591	0.34493838366242924	0.031530087823860145	0.06662027675445402
chr1:169586288:169588588	0.36332603378552386	0.3536284779516536	-0.06559358262562333	-0.07099659289184375	-0.056611694088532706	0.08441971100241714	0.01184949770525171
chr11:59785066:59787366	-0.20256036101021355	0.020632296711368157	0.11351477513792792	-0.046290861045931525	-0.03359371733110212	-0.16459432957316178	-0.07829238393686566
chr17:42136131:42138431	-0.09355319678058337	-0.016257579987102738	0.1415263364728684	-0.004308768367310888	-0.037413138914276785	-0.20356110425342497	0.04071366418824619
chrX:49184598:49186898	-0.04740376058474328	-0.047669133171976644	0.10832270328114918	-0.032092285164229864	0.2316768995585697	0.04995732449175683	-0.05692703915831974
chr10:97496923:97499223	-0.031583449355631246	-0.2546507660179343	-0.10702628928391807	-0.04511072483161897	0.09358244868456983	0.0524641848596158	-0.014280638975942008
chr19:11236197:11238497	0.26451402239939376	0.053921907463860635	-0.00648163660004275	-0.034384747479783324	0.030038440471633582	-0.04265711460457619	0.06438348974613096
chr12:102195584:102197884	0.0699999338553373	0.2298280484023431	-0.03590398441677445	0.08717081041941059	0.033081949882409825	-0.3632067707291535	-0.00012135436586625117
chr14:23321262:23323562	-0.19378532544656102	0.022009956706311548	-0.009293300079361818	-0.2715417297364728	-0.09439426510941018	0.4409651881912751	-0.024747813019569458
chr3:107240283:107242583	-0.0966600017854426	-0.11131248502709823	-0.04527155782324298	0.10178015122381076	-0.09300006319402417	-0.12663716388487253	0.017389034303513077
chr17:8382913:8385213	-0.14579247165267986	-0.0592434767527636	-0.2405471146877896	-0.27229143645685816	-0.052474630807137594	0.1440909665940583	-0.20002961107576267
chr1:44808659:44810959	-0.1986082017281933	-0.4731235302413389	0.13832649863582727	0.20277837119753372	0.14514947454687527	-0.014624595454759826	-0.025624105786135075
chr4:137212499:137214799	0.018919546754775796	-0.23569005548446337	0.012729351298648038	0.015128522396195885	0.15232363028885945	-0.06557167765936613	-0.11694476235241628
chr17:17972110:17974410	-0.01657237585497113	0.061636813484205244	0.014832238647507162	0.03642944432214917	0.12571805138224385	0.18826192174015718	0.02887338458678784
chr21:16417654:16419954	-0.09708272625389071	0.017558726469732024	0.13675181901992406	-0.0057657101239077975	-0.03506315868203994	-0.03760604815014842	-0.02868487849453796
chr11:119082910:119085210	0.0023079561414632377	0.027220751305714302	0.11366820196535857	-0.06462847230472381	0.06292657495658065	0.6945969658748988	0.04485210314557066
chr8:109644479:109646779	0.0830440017946077	-0.009956147794391806	0.12621263277153533	-0.08723633499853033	-0.08045223006709468	-0.05168640554961196	0.021779044184286115
chr5:65473373:65475673	0.09295156435609059	0.10897155342337725	-0.10873403714161513	0.09049748772046988	-0.24480468774232134	-0.40119966556001996	0.051548633099007264
chr7:3299586:3301886	0.025661927539457938	0.14822314169554324	0.09186798212843805	0.07403857925518043	0.08696105323537848	-0.08721071391608462	0.11859279577358921
chr17:74774482:74776782	0.059150791830841175	0.17250058718868974	0.21762208738155167	0.0006137452925992104	0.24160031742604482	0.15786680444290374	0.12882076550058932
chr9:126333218:126335518	0.6269447207208078	0.3813643889030247	0.08145494838085866	0.05445732711766305	-0.15528945839915712	-0.5134137828469669	0.037618444743626495
chr3:49018458:49020758	-0.08821534807144915	0.10440528702594669	0.17524797693138133	-0.02566029901368029	-0.06789846909498708	0.2630605876217508	0.28330014263209147
chr9:81687712:81690012	-0.1404001057245513	-0.14489860553912645	-0.09116473366176693	-0.1051321489151457	0.00026947473961121685	0.17661804385605517	0.004266127584026862
chr22:39455011:39457311	0.007085689621007182	0.0681549293652965	-0.23198254409192076	-0.09947310691981141	-0.24434150996735973	0.023772544027589448	-0.06490320862441995
chr1:78647857:78650157	0.02966042248471348	0.050232836807590824	-0.06666707948579591	0.019576194444875156	-0.054517949380644644	-0.2821159001247995	-0.06489174311295352
chr15:76292398:76294698	-0.0035647972868094856	0.14697656394753814	0.3028027302289597	0.16126601677383265	-0.07380733292716171	-0.032211208527190296	0.29664177105766965
chr21:16192181:16194481	0.007038847211483241	-0.23807895897952833	0.05653542007833719	0.013765761068151567	0.0966185817063603	-0.1471794585879061	-0.0013956373298874307
chr16:3135649:3137949	-0.29760982871861136	0.12969358450505156	-0.02681788641341523	-0.006081402800676047	0.04827786801434263	0.01254719324082124	-0.030901192579464335
chr19:50375244:50377544	-0.017348560101273128	-0.062376291610298625	0.14461922591558277	0.10652715216732928	0.26042148739534016	0.3086241464256463	0.07043002855498119
chr17:58531765:58534065	0.01516631313712661	-0.04094231910693289	0.026299000205231304	-0.08651400573174567	-0.012811405315480837	-0.17693091107400616	-0.12936566606833333
chr21:29083860:29086160	-0.044936965988809335	0.21702314092645672	0.07598445775218184	-0.006320701648152787	-0.05897705744505028	-0.17706015540471348	0.010526367559244956
chr12:70609544:70611844	-0.0110954259939901	-0.15130810410401296	0.04386110054151923	-0.017212253183261212	-0.04874448389356902	-0.16431527819608582	0.014854381326381404
chr3:107240363:107242663	-0.09660033946837657	-0.08251571136580942	-0.030425186823126737	-0.030314077705974066	-0.12567371078967002	-0.07527039868283422	0.03492355164260295
chr17:50546072:50548372	-0.06377893014139756	-0.015609546382366174	0.0036967963931792127	-0.11190337917797255	0.04837514970691135	-0.05364357607858509	-0.04887562875731365
chr1:155254891:155257191	0.09613638625520864	0.10703035962978126	0.058356845626213905	-0.011889984970796767	0.1324535774594184	-0.05433511113422483	0.056240220132013706
chr9:27573157:27575457	0.014416032242605795	-0.15300842811367577	0.1605614232529796	-0.12978527795741088	0.042860447444391624	0.18847421103369008	-0.17016842366457893
chr8:92095143:92097443	-0.043475228529807744	-0.02988514372062674	-0.03998471083474423	-0.002405345598764491	0.06721786292352751	-0.14003426495194693	-0.12730027560125276
chr18:49811231:49813531	0.08729932895608802	0.07108764447945903	0.08237669057899216	0.006054489794031914	-0.39912269194970107	0.3667856399967277	-0.011018725591940708
chr8:32546209:32548509	-0.21080046719040307	-0.09675855052934107	0.016579641872892386	-0.07650358493018872	-0.03691669440168815	-0.0020392397695103578	-0.06021898325799812
chr7:44998187:45000487	-0.0294346979334017	-0.13653052776881652	0.10127529526696695	0.042926018887542945	-0.09373263803946442	0.13268731502147535	-0.08808387520865052
chr16:65071960:65074260	-0.30585961179133364	-0.33964846236617596	-0.12802123657231212	-0.004073872970564596	-0.01616226398967552	0.10072579894238347	0.038990273418632766
chr14:90816130:90818430	-0.006399696206754759	0.23142487803962425	-0.2971899396929726	-0.032203849963998527	0.11200480885895937	0.12465518680260856	-0.11989406528221537
chr9:4791086:4793386	0.0529675650254237	0.1420032186647363	-0.03800388995446434	0.07696995012056838	0.2976471609527268	0.34942880399473913	0.1797879433503457
chr12:113093039:113095339	0.005694856835435233	0.1379768547451772	-0.13353807909828105	-0.023161059043220744	0.08321360182652365	-0.15001084416203364	0.004822097072698791
chr1:29230591:29232891	0.008375141741087631	0.3388354257794647	0.12558326442656703	0.0586480827188937	0.31142127684965015	0.48099159641829947	0.15720408740214675
chr6:31271771:31274071	0.2565089278439654	0.19776065504412882	0.45002951265721797	0.2509710038160665	0.3941399364618697	0.6206594037714475	0.7139626768278823
chr1:13582266:13584566	-0.03014909021168453	0.0231166820959486	0.05496458542175382	-0.06868400932871015	-0.09064750323002516	-0.1920680099237416	-0.05409907219357041
chr7:134458834:134461134	0.3559743896150165	0.17401115066597478	0.21831432458267386	0.1782751151850081	0.3785370757176046	0.1688956245486088	-0.031194344049494796
chr4:17821698:17823998	-0.06815089347932199	0.08085434763824231	0.0693499695954224	0.03889093216898701	-0.03939275476521654	-0.20973611630934266	0.001836637228014264
chr12:7133448:7135748	-0.010657725108298979	-0.06525280399026229	-0.01314900602501847	-0.2694054745719197	0.004626603555619341	-0.22236010020342142	0.01673516840196864
chr15:76286191:76288491	0.017639268889629935	-0.004440786782418511	-0.23241961201499559	0.08346708530934646	0.13014926822993322	-0.004738903563092436	0.10147836465726952
chr11:41459336:41461636	0.0019745815638927723	-0.04947464134854216	-0.01849325298938819	0.07640062209875255	-0.06727792629732555	-0.06954830388645748	0.1071637678729725
chr19:39031763:39034063	-0.08730455683731085	0.06849633641014669	-0.21233788230408462	0.02163676885703207	0.02116214353638971	0.30385957284664616	0.10323202726700832
chr19:35133441:35135741	0.20072339721591323	0.4355150657371896	0.193631589345623	0.11426313501033077	0.14492951622747602	-0.11679127058175344	0.07923515590618728
chr16:2337149:2339449	0.010610660540100276	0.038205658635275266	-0.037023176418023857	0.07399962539493912	0.024974081723055635	-0.1936929947226519	-0.08535296458121744
chr4:182084831:182087131	0.0321349460611481	-0.14226508086617895	0.018323333537716507	0.02634618041186461	-0.06665577464457241	-0.14012302256221257	0.06673952074271516
chr19:4302085:4304385	-0.017506191432362615	0.05154881049053275	-0.04472070352638896	-0.11557838248953718	0.20057930064790203	-0.13649939433024832	-0.010201427959154331
chr19:39172935:39175235	-0.0658480450582013	0.06210334077567158	-0.07652588777171718	0.10328841206559057	-0.010893964020436268	-0.0008233173428485991	-0.050715023865283315
chr16:31064669:31066969	0.08382016667108656	-0.41914842599348834	0.019736326828668528	0.03728349969086557	-0.028710861959967828	-0.2210832110166402	-0.04177024987012624
chr17:75764857:75767157	0.12733709096639054	-0.06168584064402945	-0.03601337542268993	-0.19044281994772186	0.009228564661994381	0.17751024955227956	-0.03280196204580615
chr21:16192201:16194501	0.022968674250549007	-0.24765189719131359	-0.04159665077384935	-0.08882536112785606	-0.011766560578212895	-0.15445971334216835	-0.08262208813956456
chr11:35187834:35190134	-0.05647363649494045	-0.17751158874888695	0.08574095665505309	-0.3635709077920134	-0.24929035694842716	-0.3404939031230966	-0.03919243379036259
chr8:11466453:11468753	-0.23298511510562298	-0.3833037139078694	0.07702447400263149	-0.03408126854092828	0.2699343901962733	-0.09688449174049944	0.04370190782760729
chr21:16535305:16537605	-0.22287709382728957	-0.10362228524451547	-0.10785115525827538	0.12395360851245259	0.019374875123774855	0.09966081889744795	-0.16498690384925752
chr10:124702183:124704483	0.14013596701785636	0.1371897532105354	0.1978847934972214	-0.05333468994308804	-0.20279661148247363	-0.14579419942495322	0.13155637787504343
chr3:186108250:186110550	-0.24190194438574367	-0.5109598155892962	-0.05716426306913174	0.010941538360333172	0.06517748795378558	0.05292384825933534	0.013710570465153319
chr7:155299606:155301906	0.3745153573635248	0.1902100837438309	-0.15595398788693757	-0.0028548546185064158	-0.05781367041081934	0.2325369657581287	-0.06375584198668881
chr4:76276118:76278418	0.2452309656377786	0.3050348618753705	-0.0800455899820145	-0.07921589096516472	-0.09376428746374342	-0.0501925520674315	0.02841517539051481
chr11:35195161:35197461	-0.02651453946375331	0.054763870527332344	0.06647616946798975	-0.18997809911196986	0.07509427246757419	-0.26494605067408694	-0.09270895935532193
chr1:79006405:79008705	-0.11468812249038506	-0.01875044583420847	-0.04052688905105217	0.04426084895687312	-0.05468081242883409	-0.145164578400794	-0.08415501988761273
chr8:60858903:60861203	0.17926625366357382	0.118439730245114	-0.12603087117666148	0.08004553355544272	0.2351278501657257	-0.3112333936883076	0.08043265816222772
chr4:76212103:76214403	-0.034452759406786125	-0.3789359149257761	0.007823341765133374	0.03233804125044092	-0.12251446598880981	0.14882304556456663	0.026566204797682205
chr21:16009464:16011764	-0.06810705952498618	0.010077641773405012	-0.007196887935159123	-0.004216526927853409	-0.0685230884910806	-0.16492623251110064	-0.07510217307788832
chr7:905316:907616	-0.060234978248455855	0.03238489964232915	0.00803609630003335	-0.09608542198684125	-0.0713857337021287	-0.09779882417221063	0.062445084714400134
chr3:98979057:98981357	-0.2625125513069518	-0.3052252594436614	-0.1255453581856132	0.04176856242354999	-0.010970909498160944	-0.022431232941407007	-0.056700329262859325
